技能ID,备注,阶段列表,阶段列表_远程
1660015,飞花摘叶6,"16600100,16600101,16600102",
1660016,飞花摘叶7,"16600100,16600101,16600102",
1660018,双抗增加20%,33334733,
1660020,一笑倾城1,"16600200,16600201,16600202",
1660021,一笑倾城1,"16600200,16600201,16600202",
1660022,一笑倾城3,"16600200,16600201,16600202",
1660024,一笑倾城3,"16600200,16600201,16600202",
1660023,镜花隐,"16600500,16600501,16600502",
1660030,观心镜,"16600300,16600301,16600302",
1660040,唤花灵,"16600400,16600401,16600402",
1660050,镜花隐,"16600500,16600501,16600502",
1660070,镜花水月,"16600700,16600701,16600702",
1660071,镜花水月虚弱休息,16600703,
7533310,击水三千1,"20733306,20733307,20733310,20733311",
7533311,击水三千2,"20733306,20733307,20733310,20733311",
7533312,击水三千3,"20733306,20733307,20733310,20733311",
7533313,击水三千4,"20733306,20733307,20733310,20733311",
7533314,击水三千5,"20733306,20733307,20733310,20733311",
7533315,击水三千6,"20733306,20733307,20733310,20733311",
7533316,击水三千7,"20733306,20733307,20733310,20733311",
7533317,击水三千8,"20733306,20733307,20733310,20733311",
7533318,击水三千9,"20733306,20733307,20733310,20733311",
7533319,击水三千10,"20733306,20733307,20733310,20733311",
1533320,扶摇直上1,"15333200,15333201,15333202,15333203",
1533321,扶摇直上2,"15333200,15333201,15333202,15333203",
1623340,飞流吟,"42333300,42333301,42333302,42333303,42333304,42333305","42333300,42333301,42333302,42333303,42333304,42333305"
1623350,朔风斩,"42344400,42344401,42344402,42344403,42344404,42344405","42344400,42344401,42344402,42344403,42344404,42344405"
1555530,变形术,"15555300,15555301,15555302,15555303,15555304,15555305",
1613310,刹那须弥1,"20733700,20733701,20733702,20733703",
1613311,刹那须弥2,"20733700,20733701,20733702,20733703",
1613312,刹那须弥3,"20733700,20733701,20733702,20733703",
1613313,刹那须弥4,"20733700,20733701,20733702,20733703",
1613314,刹那须弥5,"20733700,20733701,20733702,20733703",
1613315,刹那须弥6,"20733700,20733701,20733702,20733703",
1613316,刹那须弥7,"20733700,20733701,20733702,20733703",
1613317,一梦天地,"15333200,15333201,15333202,15333203","15333200,15333201,15333202,15333203"
1613318,一梦天地,"20733306,20733307,20733308","20733306,20733307,20733308"
1613319,一梦天地,"20733700,20733701,20733702,20733703","20733700,20733701,20733702,20733703"
5500108,观战万象,"20700500,20700501,20700502,20700503","20700500,20700501,20700502,20700503"
5500109,观战万象,"20700600,20700601,20700602,20700603","20700600,20700601,20700602,20700603"
5500110,观战万象,"20700700,20700701,20700702,20700703","20700700,20700701,20700702,20700703"
5500111,观战万象,"20700800,20700801,20700802,20700803","20700800,20700801,20700802,20700803"
2170077,五行八卦掌,"20711400,20711401,20711402,20711403,20711404","20711400,20711401,20711402,20711403,20711404"
2170078,龙卷雨击1,"15000100,15000101,15000102,15000103","15000100,15000101,15000102,15000103"
2170079,龙卷雨击2,"15000104,15000105","15000104,15000105"
2170080,龙卷雨击3,"15000106,15000107","15000106,15000107"
2170081,龙卷雨击4,"15000108,15000109","15000108,15000109"
2170082,龙卷雨击5,"15000110,15000111","15000110,15000111"
2170083,龙卷雨击6,"15000112,15000113","15000112,15000113"
2170084,飞沙走石1,"16100100,16100101,16100102,16100103","16100100,16100101,16100102,16100103"
2170085,飞沙走石2,"16100104,16100105","16100104,16100105"
2170086,飞沙走石3,"16100104,16100105","16100104,16100105"
2170087,飞沙走石4,"16100104,16100105","16100104,16100105"
2170088,飞沙走石5,"16100104,16100105","16100104,16100105"
2170089,飞沙走石6,"16100104,16100105","16100104,16100105"
3080050,瞬击,"30800500,30800501,30800502,30800503,30800504,30800505","30800500,30800501,30800502,30800503,30800504,30800505"
3090050,顺法,30900500,30900500
3100050,高级遗志,"31000500,31000501,31000502,31000503","31000500,31000501,31000502,31000503"
1650010,当头一棒,"16500100,16500101,16500102,16500103,16500104,16500105,16500106,16500107","16500100,16500101,16500102,16500103,16500104,16500105,16500106,16500107"
1650011,当头一棒-触发被动,"16500888,16500889","16500888,16500889"
1650012,当头一棒-触发攻击,"16500800,16500801,16500802,16500803","16500800,16500801,16500802,16500803"
2554,小雷音技能,,
1760010,斩业火1,"17600100,17600101,17600102,17600103,17600104,17600105,17600106","17600100,17600101,17600102,17600103,17600104,17600105,17600106"
1760011,斩业火2,"17600100,17600101,17600102,17600103,17600104,17600105,17600106","17600100,17600101,17600102,17600103,17600104,17600105,17600106"
1760012,斩业火3,"17600100,17600101,17600102,17600103,17600104,17600105,17600106","17600100,17600101,17600102,17600103,17600104,17600105,17600106"
1760020,迷心障1,"17600200,17600201,17600202,17600203","17600200,17600201,17600202,17600203"
1760030,一念成佛1,"17600300,17600301,17600302,17600303","17600300,17600301,17600302,17600303"
1760031,一念成佛2,"17600310,17600311","17600310,17600311"
1760032,一念成佛3,"17600320,17600321","17600320,17600321"
1760033,一念成佛5,"17600330,17600331","17600330,17600331"
1760034,一念成佛6,"17600340,17600341","17600340,17600341"
1760035,一念成佛7,"17600350,17600351","17600350,17600351"
1760036,一念成佛8,"17600360,17600361","17600360,17600361"
1760040,一念成魔1,"17600400,17600401,17600402,17600403","17600400,17600401,17600402,17600403"
1760041,一念成魔2,"17600410,17600411","17600410,17600411"
1760042,一念成魔3,"17600420,17600421","17600420,17600421"
1760043,一念成魔4,"17600430,17600431","17600430,17600431"
1760044,一念成魔5,"17600440,17600441","17600440,17600441"
1760050,雷音度厄,"17600500,17600501,17600502,17600503","17600500,17600501,17600502,17600503"
1760170,问天一战1,"17601700,17601701,17601702,17601703,17601704","17601700,17601701,17601702,17601703,17601704"
1760171,问天一战2,"17601710,17601711","17601710,17601711"
1760172,问天一战3,"17601720,17601721","17601720,17601721"
1760173,问天一战4,"17601730,17601731","17601730,17601731"
1760174,问天一战5,"17601740,17601741","17601740,17601741"
1760175,问天一战6,"17601750,17601751","17601750,17601751"
1760176,问天一战7,"17601760,17601761","17601760,17601761"
1760177,问天一战8,"17601770,17601771","17601770,17601771"
1760178,问天一战9,"17601780,17601781","17601780,17601781"
1760179,问天一战10,"17601790,17601791","17601790,17601791"
1760180,问天一战11,"17601800,17601801","17601800,17601801"
1760181,问天一战12,"17601810,17601811","17601810,17601811"
1760182,小雷音虚弱休息,17601820,17601820
2070210,寒冰爆裂1,"18403920,18403921,18403922,18403923","18403920,18403921,18403922,18403923"
2070211,寒冰爆裂2,"18403924,18403925","18403924,18403925"
2070212,寒冰爆裂3,"18403926,18403927","18403926,18403927"
2070213,寒冰爆裂4,"18403926,18403927","18403926,18403927"
2070214,寒冰爆裂5,"18403926,18403927","18403926,18403927"
2070220,五彩神风1,"18403930,18403931,18403932,18403933","18403930,18403931,18403932,18403933"
2070221,五彩神风2,"18403934,18403935","18403934,18403935"
2070222,五彩神风3,"18403936,18403937","18403936,18403937"
2070230,万剑诀1,"18403940,18403941,18403942","18403940,18403941,18403942"
2070231,万剑诀2,"18403943,18403944","18403943,18403944"
2070232,万剑诀3,"18403945,18403946","18403945,18403946"
2070240,晨曦剑露1,"18403950,18403951,18403952","18403950,18403951,18403952"
2070241,晨曦剑露2,"18403953,18403954","18403953,18403954"
2070242,晨曦剑露3,"18403955,18403956","18403955,18403956"
2070250,青莲剑舞1,"18403970,18403971,18403972,18403973,18403974","18403970,18403971,18403972,18403973,18403974"
2070251,青莲剑舞2,"18403980,18403981,18403982,18403983,18403984，18403990","18403980,18403981,18403982,18403983,18403984，18403990"
2070252,青莲剑舞3buff,"18403991,18403992,18403993,18403994","18403991,18403992,18403993,18403994"
2070260,五方劫雷1,"18404000,18404001,18404002,18404003","18404000,18404001,18404002,18404003"
2070261,五方劫雷2,"18404010,18404011,18404012,18404013","18404010,18404011,18404012,18404013"
2070262,五方劫雷3buff,"18404020,18404021,18404022,18404023","18404020,18404021,18404022,18404023"
2070270,破魔碎击,"18404030,18404031,18404032,18404033,18404034","18404030,18404031,18404032,18404033,18404034"
2070271,破魔碎击buff,"18404035,18404036,18404037,18404038","18404035,18404036,18404037,18404038"
2070280,星芒剑阵1,"18404090,18404091,18404092","18404090,18404091,18404092"
2070281,星芒剑阵2,"18404093,18404094","18404093,18404094"
2070282,星芒剑阵3,"18404095,18404096","18404095,18404096"
2070290,万剑齐发1,"18404060,18404061,18404062","18404060,18404061,18404062"
2070291,万剑齐发2,"18404070,18404071","18404070,18404071"
2070292,万剑齐发3,"18404080,18404081","18404080,18404081"
2070293,嗜血追击1,"18405010,18405011,18405012,18405013,18405014","18405010,18405011,18405012,18405013,18405014"
2070294,嗜血追击2,"18405010,18405011,18405012,18405013,18405014","18405010,18405011,18405012,18405013,18405014"
2070295,嗜血追击3,"18405010,18405011,18405012,18405013,18405014","18405010,18405011,18405012,18405013,18405014"
2070296,嗜血追击4,"18405010,18405011,18405012,18405013,18405014","18405010,18405011,18405012,18405013,18405014"
2070297,嗜血追击5,"18405010,18405011,18405012,18405013,18405014","18405010,18405011,18405012,18405013,18405014"
2070298,神雷·惊天暴1,"18405000,18405001,18405002,18405003","18405000,18405001,18405002,18405003"
2070299,神雷·惊天暴2,"18405000,18405001,18405002,18405003","18405000,18405001,18405002,18405003"
2070300,神雷·惊天暴3,"18405000,18405001,18405002,18405003","18405000,18405001,18405002,18405003"
2070301,神雷·惊天暴4,"18405000,18405001,18405002,18405003","18405000,18405001,18405002,18405003"
2070302,神雷·惊天暴5,"18405000,18405001,18405002,18405003","18405000,18405001,18405002,18405003"
2070303,星陨天河1,"18420000,18420001,18420002,18420003","18420000,18420001,18420002,18420003"
2070304,星陨天河2,"18420000,18420001,18420002,18420003","18420000,18420001,18420002,18420003"
2070305,星陨天河3,"18420000,18420001,18420002,18420003","18420000,18420001,18420002,18420003"
2070306,星陨天河4,"18420000,18420001,18420002,18420003","18420000,18420001,18420002,18420003"
2070307,星陨天河5,"18420000,18420001,18420002,18420003","18420000,18420001,18420002,18420003"
2070308,星陨天河6,"18420000,18420001,18420002,18420003","18420000,18420001,18420002,18420003"
2070309,穿云破雾,"18420100,18420101,18420102,18420103,18420104","18420100,18420101,18420102,18420103,18420104"
2070310,护佑苍生,"18420200,18420201,18420202,18420203","18420200,18420201,18420202,18420203"
2070311,穿云破雾1,"18420100,18420101,18420102,18420103,18420104","18420100,18420101,18420102,18420103,18420104"
2070312,虚空魔剑击,"18420300,18420301,18420302,18420303,18420304","18420300,18420301,18420302,18420303,18420304"
2070313,虚空魔剑击扣血,18420305,18420305
2070314,魅音幻魔灵,"18420400,18420401,18420402,18420403","18420400,18420401,18420402,18420403"
2070315,夜舞倾城,"18420500,18420501,18420502,18420503","18420500,18420501,18420502,18420503"
2070316,圣王惊天爪,"18420600,18420601,18420602,18420603,18420604","18420600,18420601,18420602,18420603,18420604"
2070317,亢龙有悔,"18420700,18420701,18420702,18420703,18420704","18420700,18420701,18420702,18420703,18420704"
2070318,扶摇万里,"18421204,18421205,18421206,18421207","18421204,18421205,18421206,18421207"
8300306,石化,"33336084,33336085,33336086,33336087,33336088","33336084,33336085,33336086,33336087,33336088"
8300307,石化,"33336089,33336090,33336091,33336092,33336093","33336089,33336090,33336091,33336092,33336093"
8300308,怒目金刚,"18405270,18405271,18405272,18405273","18405270,18405271,18405272,18405273"
2101700,毁灭之光,"40900901,40900902,40900903,40900904",
2101701,毁灭之光1,"40900901,40900902,40900903,40900904",
2101702,毁灭之光2,"40900901,40900902,40900903,40900904",
2101703,毁灭之光3,"40900901,40900902,40900903,40900904",
2101704,毁灭之光4,"40900901,40900902,40900903,40900904",
2101705,毁灭之光5,"40900901,40900902,40900903,40900904",
2101706,毁灭之光6,"40900901,40900902,40900903,40900904",
2101707,毁灭之光7,"40900901,40900902,40900903,40900904",
2101708,毁灭之光8,"40900901,40900902,40900903,40900904",
2101709,毁灭之光9,"40900901,40900902,40900903,40900904",
2101710,魔神降临0,"18405280,18405281,18405282,18405283",
2101711,魔神降临1,"18405280,18405281,18405282,18405283",
2101712,魔神降临2,"18405280,18405281,18405282,18405283",
2101713,魔神降临3,"18405280,18405281,18405282,18405283",
2101714,魔神降临4,"18405280,18405281,18405282,18405283",
2101715,魔神降临5,"18405280,18405281,18405282,18405283",
2101716,魔神降临6,"18405280,18405281,18405282,18405283",
2101717,魔神降临7,"18405280,18405281,18405282,18405283",
2101718,魔神降临8,"18405280,18405281,18405282,18405283",
2101719,魔神降临9,"18405280,18405281,18405282,18405283",
2101720,混沌起源0,"18405290,18405291,18405292,18405294",
2101721,混沌起源1,"18405290,18405291,18405292,18405294",
2101722,混沌起源2,"18405290,18405291,18405292,18405294",
2101723,混沌起源3,"18405290,18405291,18405292,18405294",
2101724,混沌起源4,"18405290,18405291,18405292,18405294",
2101725,混沌起源5,"18405290,18405291,18405292,18405294",
2101726,混沌起源6,"18405290,18405291,18405292,18405294",
2101727,混沌起源7,"18405290,18405291,18405292,18405294",
2101728,混沌起源8,"18405290,18405291,18405292,18405294",
2101729,混沌起源9,"18405290,18405291,18405292,18405294",
2101730,星陨·天罚0,"18405300,18405301,18405302,18405304",
2101731,星陨·天罚1,"18405300,18405301,18405302,18405304",
2101732,星陨·天罚2,"18405300,18405301,18405302,18405304",
2101733,星陨·天罚3,"18405300,18405301,18405302,18405304",
2101734,星陨·天罚4,"18405300,18405301,18405302,18405304",
2101735,星陨·天罚5,"18405300,18405301,18405302,18405304",
2101736,星陨·天罚6,"18405300,18405301,18405302,18405304",
2101737,星陨·天罚7,"18405300,18405301,18405302,18405304",
2101738,星陨·天罚8,"18405300,18405301,18405302,18405304",
2101739,星陨·天罚9,"18405300,18405301,18405302,18405304",
2101810,天残脚0,"18405310,18405311,18405312,18405314",
2101811,天残脚1,"18405310,18405311,18405312,18405314",
2101812,天残脚2,"18405310,18405311,18405312,18405314",
2101813,天残脚3,"18405310,18405311,18405312,18405314",
2101814,天残脚4,"18405310,18405311,18405312,18405314",
2101815,天残脚5,"18405310,18405311,18405312,18405314",
2101816,天残脚6,"18405310,18405311,18405312,18405314",
2101817,天残脚7,"18405310,18405311,18405312,18405314",
2101818,天残脚8,"18405310,18405311,18405312,18405314",
2101819,天残脚9,"18405310,18405311,18405312,18405314",
2101820,焚天0,"18405320,18405321,18405322,18405324",
2101821,焚天1,"18405320,18405321,18405322,18405324",
2101822,焚天2,"18405320,18405321,18405322,18405324",
2101823,焚天3,"18405320,18405321,18405322,18405324",
2101824,焚天4,"18405320,18405321,18405322,18405324",
2101825,焚天5,"18405320,18405321,18405322,18405324",
2101826,焚天6,"18405320,18405321,18405322,18405324",
2101827,焚天7,"18405320,18405321,18405322,18405324",
2101828,焚天8,"18405320,18405321,18405322,18405324",
2101829,焚天9,"18405320,18405321,18405322,18405324",
2101800,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101801,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101802,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101803,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101804,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101805,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101806,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101807,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101808,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2101809,武神怒击,"40901000,40901001,40901002,40901003,40901004",
2070500,红尘蝶恋1,"21000300,21000301,21000302,21000303,21000304",
2070501,红尘蝶恋2,"21000310,21000311,21000312,21000313,21000314",
2070502,红尘蝶恋3,"21000320,21000321,21000322,21000323,21000324",
2070503,红尘蝶恋4,"21000340,21000341,21000342,21000343,21000344",
2070504,红尘蝶恋5,"21000340,21000341,21000342,21000343,21000344",
2070600,红尘蝶恋1(法),"18427300,18427301,18427302,18427303",
2070601,红尘蝶恋2(法),"18427300,18427301,18427302,18427303",
2070602,红尘蝶恋3(法),"18427300,18427301,18427302,18427303",
2070603,红尘蝶恋4(法),"18427300,18427301,18427302,18427303",
2070604,红尘蝶恋5(法),"18427300,18427301,18427302,18427303",
2070605,吸血效果,"18426801,18426802",
2070606,吸血效果,"18426801,18426802",
2070607,吸血效果,"18426801,18426802",
2070608,吸血效果,"18426801,18426802",
2070609,吸血效果,"18426801,18426802",
