"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"6140108","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140109","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140110","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140111","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140112","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140113","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140114","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140115","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140116","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140117","130","phyattack_value","150","magicattack_value","170","medical_value","1180","1392","1280","1592","1380","1876","1876","1876","1876","1876","6000","3000","1000","0","0","223","352","223","352","223","352","352","352","352","352","6000","3000","1000","0","0","282","569","282","569","282","569","569","569","569","569","6000","3000","1000","0","0"
"6140220","60","maxhp_value","140","defend_value","","","965","1406","965","1406","965","1406","1406","1406","1406","1406","6000","3000","1000","0","0","245","393","245","393","245","393","393","393","393","393","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6140221","60","maxhp_value","140","defend_value","","","965","1406","965","1406","965","1406","1406","1406","1406","1406","6000","3000","1000","0","0","245","393","245","393","245","393","393","393","393","393","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6140322","90","maxmp_value","140","defend_value","","","1158","1876","1158","1876","1158","1876","1876","1876","1876","1876","6000","3000","1000","0","0","162","234","162","234","162","234","234","234","234","234","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6140323","90","maxmp_value","140","defend_value","","","1158","1876","1158","1876","1158","1876","1876","1876","1876","1876","6000","3000","1000","0","0","162","234","162","234","162","234","234","234","234","234","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6140424","150","magicattack_value","160","magicdef_value","","","306","481","306","481","306","481","481","481","481","481","6000","3000","1000","0","0","162","234","162","234","162","234","234","234","234","234","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6140525","60","maxhp_value","140","defend_value","","","1452","2112","1452","2112","1452","2112","2112","2112","2112","2112","6000","3000","1000","0","0","121","155","121","155","121","155","155","155","155","155","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6140626","160","magicdef_value","200","speed_value","","","181","260","181","260","181","260","260","260","260","260","6000","3000","1000","0","0","134","259","134","259","134","259","259","259","259","259","6000","3000","1000","0","0","","","","","","","","","","","0","0","0","0","0"
"6150101","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150102","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150103","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150104","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150105","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150106","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150107","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150108","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150109","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150110","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150111","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150112","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
"6150113","130","phyattack_value","150","magicattack_value","170","medical_value","1295","1716","1495","1916","1695","2158","2158","2158","2158","2158","6000","3000","1000","0","0","243","396","243","396","243","396","396","396","396","396","6000","3000","1000","0","0","317","640","317","640","317","640","640","640","640","640","6000","3000","1000","0","0"
