ID,提示对话框类型,提示内容,备注
160385,7,"<T t=""本次"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""副本已结束"" c=""fffff2df""></T><T t=""请各位勇士下次再来。"" c=""fffff2df""></T>",帮派副本结束提示
160386,1,"<T t=""本次"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""副本已结束"" c=""fffff2df""></T><T t=""请各位勇士下次再来。"" c=""fffff2df""></T>",帮派副本结束提示
160387,12,"<T t=""你的队伍战胜了"" c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""FF02972C""></T><T t=""的队伍，当前场次第"" c=""ff8c5e2a""></T><T t=""$parameter2$"" c=""ff8c5e2a""></T><T t=""场。"" c=""ff8c5e2a""></T>",自身竞技场战胜信息
160388,12,"<T t=""你的队伍输给了"" c=""ff8c5e2a""></T><T t=""$parameter1$"" c=""FF02972C""></T><T t=""的队伍，当前场次第"" c=""ff8c5e2a""></T><T t=""$parameter2$"" c=""ff8c5e2a""></T><T t=""场。"" c=""ff8c5e2a""></T>",自身竞技场战败信息
160389,12,"<T t=""$parameter1$"" c=""FF02972C""></T><T t=""赢得了"" c=""ff8c5e2a""></T><T t=""$parameter2$"" c=""ff8c5e2a""></T><T t=""连胜，获得了额外奖励！"" c=""ff8c5e2a""></T>",其他人竞技场连胜信息
160390,12,"<T t=""$parameter1$"" c=""FF02972C""></T><T t=""终结了"" c=""ff8c5e2a""></T><T t=""$parameter2$"" c=""FF02972C""></T><T t=""的"" c=""ff8c5e2a""></T><T t=""$parameter3$"" c=""ff8c5e2a""></T><T t=""连胜，获得了丰厚的额外奖励！"" c=""ff8c5e2a""></T>",其他人竞技场终结信息
160391,15,"<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter4$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter5$"" c=""ff00c6ff""></T><T t="""" c=""fffff2df""></T><T t=""的队伍以"" c=""fffff2df""></T><T t=""$parameter6$"" c=""FF0caf08""></T><T t=""关的好成绩荣获门派闯关第"" c=""fffff2df""></T><T t=""$parameter7$"" c=""FF0caf08""></T><T t=""名"" c=""fffff2df""></T>\n",门派闯关前三
160392,15,"<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter4$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter5$"" c=""ff00c6ff""></T><T t="""" c=""fffff2df""></T><T t=""的队伍以"" c=""fffff2df""></T><T t=""$parameter6$"" c=""FF0caf08""></T><T t=""关的好成绩荣获门派闯关第"" c=""fffff2df""></T><T t=""$parameter7$"" c=""FF0caf08""></T><T t=""名"" c=""fffff2df""></T>\n",门派闯关前三
160393,15,"<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter2$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter3$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter4$"" c=""ff00c6ff""></T><T t="" "" c=""fffff2df""></T><T t=""$parameter5$"" c=""ff00c6ff""></T><T t="""" c=""fffff2df""></T><T t=""的队伍以"" c=""fffff2df""></T><T t=""$parameter6$"" c=""FF0caf08""></T><T t=""关的好成绩荣获门派闯关第"" c=""fffff2df""></T><T t=""$parameter7$"" c=""FF0caf08""></T><T t=""名"" c=""fffff2df""></T>\n",门派闯关前三
160394,1,<T t='$parameter1$' c='fffff2df'/><T t='捐赠了你一张' c='fffff2df'/><T t='$parameter2$' c='FF0caf08'/>,收到符文捐赠时提示
160395,5,当前任务不统一，是否同步任务？,门派闯关同步任务提示
160397,1,暂不支持该表情,聊天表情提示
160398,1,当前等级无法完成任务，抓紧升级吧！,主线任务等级不足
160399,1,请自动寻路至目标区域使用道具。,主线任务物品使用区域不正确提示
160400,1,已达今日限购数量，请明日在购买,兑换商店达到最大上限次数后的提示
160401,1,替换宝石成功,替换宝石成功的提示
160402,1,"<T t=""花费"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""仙玉兑换"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",兑换钱的提示
160403,1,"<T t=""花费"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""仙玉兑换"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><I s='linshi' i='jb'/>",兑换钱的提示
160404,1,"<T t=""花费"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""金币兑换"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",兑换钱的提示
160405,1,"今天已达到回收上限,明天再来吧",回收
160406,1,三界奇缘活动已结束,三界奇缘活动结束提示
160407,1,该兑换码还没到可兑换日期,兑换码提示
160408,1,托管状态下的玩家无法接任队长。,转让队长给托管队员时
160409,1,帮派修炼$parameter1$级开放,帮派福利功能开放提示
160410,1,生活技能$parameter1$级开放,帮派福利功能开放提示
160411,16,"<T t='您在离开游戏的期间，错过的日常活动转化为了' c='ff261407'/><T t='$parameter1$' c='ff00cc11'/><T t='[储备经验]' c='ff261407'/><T t='。已经总共累计了' c='ff261407'/><T t='$parameter2$' c='ff00cc11'/><T t='[储备经验]' c='ff261407'/><T t=',储备经验会在完成日常活动时，转化为人物经验。' c='ff261407'/>",储备经验在系统里的提示
160412,1,你触发了世界宝箱事件,世界宝箱事件提示
160413,"4,15",<T t='强大的迪奥布斯帮主及其部众被'c='fffff2df'/><T t='$parameter1$' c='ff00c6ff'/><T t='击败后，四处逃散，在'c='fffff2df'/><T t='$parameter2$' c='fffff2df'/><T t='丢下一堆宝箱！'c='fffff2df'/>,世界宝箱事件提示
160414,1,回答正确,三界奇缘
160415,1,回答错误,三界奇缘
160416,1,您还未达到领取奖励的条件,领取三界奇缘礼包的提示
160417,1,领取成功,领取三界奇缘礼包的提示
160418,1,已领取过奖励,领取三界奇缘礼包的提示
160419,1,获得$parameter1$经验，$Parameter2$银币,每次三界奇缘奖励
160420,1,您还没有帮派，无法求助,求助的提示
160421,1,您的求助次数已用完,求助的提示
160422,5,玩家$parameter1$($parameter2$级)邀请与你切磋,切磋提示
160423,5,"$parameter1$队伍($parameter2$级,$parameter3$/5)邀请与你切磋",切磋提示
160424,1,还没有达到目标要求等级，继续努力哦,点击等级限制类任务追踪的提示
160425,1,对方拒绝了你的切磋,切磋提示
160426,1,该玩家设置了拒绝切磋,切磋提示
160427,1,"<T t=""$parameter1$"" c=""ff07d441""></T><T t=""职位人数已达上限，如要进行新的任命请先撤销现任人选""></T>",帮派任命冲突提示
160428,1,新的一天开始，请从新挑战,秘境降妖跨天提示
160429,1,保存染色方案成功,保存染色方案成功的提示
160430,"4,-15","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""以迅雷不及掩耳盗铃儿之势在秘境降妖排行榜中获得前10名，特此奖励"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""ff33ff33""></T>",秘境降妖开物品提示
160431,"4,-15","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在门派闯关宝箱中开出"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""ff33ff33""></T>",门派闯关开物品提示
160432,1,染色成功,染色成功提示
160433,1,您进入了自动巡游状态，所有队员已自动暂离！,队长进入巡游，队员自动暂离的提示
160434,1,抱歉，您无法在自动巡游过程中召回队友，请巡游结束后再进行操作！,队长在巡游中召回队友的提示
160435,1,抱歉，队长处于自动巡游过程中，您暂时无法回归队伍，请稍后再试！,队长在巡游中队员选择回归的提示
160436,1,抱歉，您处于自动巡游过程中无法传送到队长身边，您可以在巡游结束后手动回归队伍！,在巡游过程中被邀请进队后
160437,1,抱歉，您现在无法参与活动，请巡游结束后手动前往参加活动！,在巡游过程中点击参加弹出的活动界面
160438,5,抱歉，您的奖励次数已经用尽，请等待其他玩家ROLL点！,精英副本提示
160439,1,$parameter1$未通关$parameter2$副本，无法挑战$parameter3$副本,时光之穴提示
160440,1,等级不到$parameter1$的菜鸟也想捕捉宝宝，回去练练再来吧！,宝宝幼儿园提示
160441,1,$parameter1$等级不到$parameter2$无法捕捉宠物！,宝宝幼儿园提示
160442,7,"<T t=""帮派药房已被"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""设定为"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""产药。"" c=""fffff2df""></T>",帮派药房设定提示
160443,7,"<T t=""由于帮派资金不足，帮派药房已被系统设定为"" c=""fffff2df""></T><T t=""$parameter1$"" c=""fffff2df""></T><T t=""产药。"" c=""fffff2df""></T>",帮派药房设定提示
160444,1,宣读公告成功,帮派任务提示
160445,1,张贴告示成功,帮派任务提示
160446,1,通过研学者试炼才可以进行博学者试炼,未达到科举殿试条件的人点击NPC进行科举殿试的提示
160447,1,冻结期物品无法拍卖,冻结期物品无法拍卖的提示
160449,"1,13","<T t=""您的队友"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""拒绝同步任务"" c=""fffff2df""></T>",门派闯关拒绝提示
160450,1,请先通过之前的关卡,秘境降妖提示
160451,1,您今天开启宝箱的数量已经达到上限，无法再次开启宝箱！,世界宝箱事件提示
160452,1,宠物高于人物5级，无法继续获得经验！,宠物无法获得经验提示
160460,1,不能邀请自己或自己所在队伍切磋,切磋提示
160470,1,"<T t=""小伙子你干嘛呢"" c=""fffff2df"" f=""simhei-13""></T><E e=""173""></E>",巡游过程中点击地图提示
160471,1,"<T t=""首充后，才可聊天噢~"" c=""fffff2df"" f=""simhei-13""></T><E e=""140""></E>",门派频道发言提示
160472,1,群消息发送成功,帮派群发消息功能使用提示
160473,1,银币不足，发送失败,帮派群发消息功能使用提示
160474,5,三界奇缘活动已经开始，您是否参加？,三界奇缘活动开启的推送
160475,7,"<T t=""帮派副本即将开启，欢迎各位勇士参与，冲击排行榜。"" c=""fffff2df""></T>",帮派副本开启提示
160476,"1,-15","<T t=""你购买了1个"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T>",帮派药房购买提示
160477,1,变身状态不能上坐骑,上坐骑提示
160478,1,"<T t=""卸下成功~"" c=""fffff2df"" f=""simhei-13""></T><E e=""181""></E>",卸下宝石的提示
160479,1,请选择服务器,选服界面点击确定按钮提示
160480,"4,-15","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在帮派副本（"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""）中获得了"" c=""fffff2df""></T><T t=""$parameter3$"" c=""FF0caf08""></T><T t=""$parameter4$"" c=""fffff2df""></T><T t=""$parameter5$"" c=""fffff2df""></T>",
160481,"1,-15","<T t=""你获得了"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><I s='linshi' i='jy'/><T t="","" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><I s='linshi' i='yb'/>",三界奇缘提示
160482,7,"<T t=""帮派副本"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF0caf08""></T><T t=""已开启"" c=""fffff2df""></T>",帮派副本开启提示
160483,1,"<T t=""更换宝石成功~"" c=""fffff2df"" f=""simhei-13""></T><E e=""181""></E>",更换宝石提示
160484,"4,15","<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在宠物洗炼中获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T>",洗炼洗出变异提示
160485,1,获得了$parameter1$,洗炼洗出变异提示
160486,1,组队状态下点击,秘境降妖离队提示
160487,1,提升人物等级才能继续学习,修炼提示
160488,1,提升帮派等级才能继续学习,修炼提示
160489,1,增加帮派历史贡献才能继续学习,修炼提示
160490,1,此任务禁止组队,秘境降妖限制组队提示
160491,1,"对方等级不足20级,无法切磋",切磋提示
160492,1,"对方队伍中有不满足20级的玩家,无法切磋",切磋提示
160493,1,组队成功，你现在是队长！,组队成功提示
160494,1,"已经在战斗中,不能切磋其他玩家",切磋提示
160495,1,"已经在战斗中,不能观看其它玩家战斗",切磋提示
160496,1,您的阵容还有空缺，请填充满后再进行匹配,竞技场阵容未满提示
160497,1,匹配过程中不可进行此项操作,竞技场匹配中更换队员提示
160498,1,三界奇缘已经结束,三界奇缘
160600,1,站位已满，无法召唤图腾,萨满召唤图腾提示
160601,1,捐赠失败，对方已退出帮派,捐赠对象退出帮派提示
160602,1,队伍人数已超过3人，无法进行3V3竞技场匹配,3V3竞技场队伍人数超标提示
160603,4,"<T t=""$parameter1$"" c=""FF1d67fd""></T><T t=""在竞技场中赢得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""连胜，有哪位勇士能阻挡他的脚步？！"" c=""fffff2df""></T>",竞技场10连胜公告
160604,4,"<T t=""$parameter1$"" c=""FF1d67fd""></T><T t=""已经所向披靡，在竞技场中赢得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""连胜"" c=""fffff2df""></T>",竞技场15连胜公告
160605,4,"<T t=""王者降临"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF1d67fd""></T><T t=""在竞技场中赢得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""连胜，简直是神一般的存在，无人能挡！"" c=""fffff2df""></T>",竞技场20连胜公告
160606,4,"<T t=""恭喜"" c=""fffff2df""></T><T t=""$parameter1$"" c=""FF1d67fd""></T><T t=""在3V3竞技场中赢得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""FF0caf08""></T><T t=""连胜！"" c=""fffff2df""></T>",3V3竞技场10连胜公告
160607,1,对方和你不在同一个分组，无法加入队伍！,竞技场组队提示
160608,1,已发送请求,邀请入帮CD时提示
160610,1,骑乘中坐骑不能拍卖出售,坐骑提示
161999,1,以上ID公用,公用
162000,1,自身等级不足20级无法切磋,切磋提示
162001,1,队伍中有等级不足20级无法切磋,切磋提示
162002,1,"此场景为特殊场景,不能切磋",切磋提示
162003,1,灵魂禁锢状态下不能被复活,战斗提示
162004,"4,-15","<T t=""恭喜！大红手"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在推倒抓鬼任务BOSS后，摸出了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T><T t=""！"" c=""fffff2df""></T>",
162005,"4,-15","<T t=""捷报！"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在日常特殊副本中战胜了嚣张跋扈的迪奥布斯部众，特奖励"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T><T t=""！"" c=""fffff2df""></T>",
162006,"4,-15","<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""兴奋地打开迪奥布斯部众丢下的宝箱，获得了"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T><T t=""！"" c=""fffff2df""></T>",
162007,"4,-15","<T t=""任劳任怨的队长楷模"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""开启队长礼盒，获得奖励"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T><T t=""！"" c=""fffff2df""></T>",
162008,"4,-15","<T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在秘境降妖中大挫天灾锐气，获得奖励"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T><T t=""！"" c=""fffff2df""></T>",
162009,"4,15","<T t=""以迅雷不及掩耳盗铃儿响叮当之势击败了秘境降妖下的天灾军团的"" c=""fffff2df""></T><T t=""$parameter1$"" c=""ff00c6ff""></T><T t=""在打开排名礼包时获得"" c=""fffff2df""></T><T t=""$parameter2$"" c=""fffff2df""></T><T t=""$parameter3$"" c=""fffff2df""></T><T t=""$parameter4$"" c=""$parameter5$""></T><T t=""！"" c=""fffff2df""></T><T t=""！"" c=""fffff2df""></T>",
