"技能id","技能名","技能定位","技能类型","图标编号","消耗1属性编号","消耗系数a1","消耗系数b1","显示消耗1","消耗2属性编号","消耗系数a2","消耗系数b2","显示消耗2","目标类型","战斗内外使用","魔法入口","技能剧情描述","技能描述","排序","技能描述1","技能描述2","技能描述3","技能描述4","技能描述5","技能描述6","技能描述7","技能升级描述","技能升级描述1","技能升级描述2","技能升级描述3","技能升级描述4","技能升级描述5","技能升级描述6","技能升级描述7","技能等级1","技能等级2","技能等级3","技能等级4","技能等级5","技能等级6","技能等级7"
"160015","甘露","甘露","风驰霆击：增加人物物理暴击","2460","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","12","甘露","甘露","甘露","甘露","甘露","甘露","甘露","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160016","法华","法华","救死扶伤：增加人物治疗强度","2461","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","13","法华","法华","法华","法华","法华","法华","法华","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160017","玉帛","玉帛","道高魔重：增加人物法术抗暴","2462","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","14","玉帛","玉帛","玉帛","玉帛","玉帛","玉帛","玉帛","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160018","额外能力","额外能力","干将莫邪：增加人物物理伤害","2379","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","15","额外能力","额外能力","额外能力","额外能力","额外能力","额外能力","额外能力","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160019","化戈","化戈","气血方刚：增加人物气血","2463","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","16","化戈","化戈","化戈","化戈","化戈","化戈","化戈","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160020","精心","精心","铜墙铁壁：增加人物物理防御","2464","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","17","精心","精心","精心","精心","精心","精心","精心","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160021","普渡","普渡","道高魔重：增加人物法术抗暴","2465","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","18","普渡","普渡","普渡","普渡","普渡","普渡","普渡","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160022","清净","清净","风驱电击：增加人物法术暴击","2466","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","19","清净","清净","清净","清净","清净","清净","清净","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160023","灵动","灵动","道高魔重：增加人物法术抗暴","2467","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","20","灵动","灵动","灵动","灵动","灵动","灵动","灵动","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160024","雨润","雨润","杯弓蛇影：增加人物物理抗暴","2468","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","21","雨润","雨润","雨润","雨润","雨润","雨润","雨润","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160025","波澜不惊","波澜不惊","换斗移星：增加人物法术伤害","2469","-1","0","0","60点魔法","-1","0","0","","1","1","","奇经八脉","奇经八脉","22","波澜不惊","波澜不惊","波澜不惊","波澜不惊","波澜不惊","波澜不惊","波澜不惊","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160026","普照","普照","千里神行：增加人物速度","2470","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","23","普照","普照","普照","普照","普照","普照","普照","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160027","慈佑","慈佑","气血方刚：增加人物气血","2471","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","24","慈佑","慈佑","慈佑","慈佑","慈佑","慈佑","慈佑","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160028","度厄","度厄","铜墙铁壁：增加人物物理防御","2472","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","25","度厄","度厄","度厄","度厄","度厄","度厄","度厄","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160029","莲动","莲动","救死扶伤：增加人物治疗强度","2473","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","26","莲动","莲动","莲动","莲动","莲动","莲动","莲动","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160030","感念","感念","杯弓蛇影：增加人物物理抗暴","2474","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","27","感念","感念","感念","感念","感念","感念","感念","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160031","道衍","道衍","气血方刚：增加人物气血","2475","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","28","道衍","道衍","道衍","道衍","道衍","道衍","道衍","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"160032","莲台仙子","莲台仙子","救死扶伤：增加人物治疗强度，挂金封印：增加人物封印命中","2380","-1","0","0","无消耗","-1","0","0","","1","1","","奇经八脉","奇经八脉","29","莲台仙子","莲台仙子","莲台仙子","莲台仙子","莲台仙子","莲台仙子","莲台仙子","无","无","无","无","无","无","无","无","1","2","3","4","5","6","7"
"161000","氏族之力","氏族之力","来自上古魔神的神秘力量，通过血脉世代传承。","65","-1","0","0","无消耗","-1","0","0","","1","1","","来自上古魔神的神秘力量，通过血脉世代传承。","魔王寨基础技能。","1","魔王寨基础技能。","魔王寨基础技能。","魔王寨基础技能。","魔王寨基础技能。","魔王寨基础技能。","魔王寨基础技能。","魔王寨基础技能。","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","永久增加角色的法术伤害、气血","1","200","200","200","200","200","200"
"161001","飞沙走石","飞沙走石","疾风迅雷，魔神经过之处狂风走石，一般人都要退避三舍，以免受到波及。","66","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","疾风迅雷，魔神经过之处狂风走石，一般人都要退避三舍，以免受到波及。","法术攻击4个目标，伤害结果会产生法术波动。","2","法术攻击4个目标，伤害结果会产生法术波动。","法术攻击4个目标，伤害结果会产生法术波动。","法术攻击4个目标，伤害结果会产生法术波动。","法术攻击4个目标，伤害结果会产生法术波动。","法术攻击4个目标，伤害结果会产生法术波动。","法术攻击4个目标，伤害结果会产生法术波动。","法术攻击4个目标，伤害结果会产生法术波动。","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害，90级攻击4个目标","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","1","60","70","90","200","200","200"
"161002","三味真火","三味真火","此火非凡物，乃由一点丹田元气修炼而成，精、气、神练成三昧，养就离精。","67","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","此火非凡物，乃由一点丹田元气修炼而成，精、气、神练成三昧，养就离精。","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","3","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","法术强力打击单个目标，伤害结果会产生法术波动，该技能使用时附带一定的法术暴击","增加使用时的伤害，永久增加角色的速度","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","增加使用时的伤害","1","200","200","200","200","200","200"
"161003","魔王降临","魔王降临","四海有名称混世，西方大力号魔王。行动威风气势赫赫，崇武尚勇斗能争强。","68","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","1","1","","四海有名称混世，西方大力号魔王。行动威风气势赫赫，崇武尚勇斗能争强。","提升法术暴击和法术伤害，持续4回合。","4","提升法术暴击和法术伤害，持续4回合。","提升法术暴击和法术伤害，持续4回合。","提升法术暴击和法术伤害，持续4回合。","提升法术暴击和法术伤害，持续4回合。","提升法术暴击和法术伤害，持续4回合。","提升法术暴击和法术伤害，持续4回合。","提升法术暴击和法术伤害，持续4回合。","增加使用效果，永久增加角色的封印抵抗","增加使用效果，永久增加角色的速度","增加使用效果，永久增加角色的速度","增加使用效果，永久增加角色的速度","增加使用效果，永久增加角色的速度","增加使用效果，永久增加角色的速度","增加使用效果，永久增加角色的速度","增加使用效果，永久增加角色的速度","1","60","90","200","200","200","200"
"161004","踏山裂石","踏山裂石","魔王寨秘传法术之一，修炼至极致的丹田元气，威力非普通的三昧真火可比拟。对单个敌方目标造成极高的法术伤害","69","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","480","1","","魔王寨秘传法术之一，修炼至极致的丹田元气，威力非普通的三昧真火可比拟。对单个敌方目标造成极高的法术伤害","法术强力打击目标，并使敌方降低法术防御。","5","法术强力打击目标，并使敌方降低法术防御。","法术强力打击目标，并使敌方降低法术防御。","法术强力打击目标，并使敌方降低法术防御。","法术强力打击目标，并使敌方降低法术防御。","法术强力打击目标，并使敌方降低法术防御。","法术强力打击目标，并使敌方降低法术防御。","法术强力打击目标，并使敌方降低法术防御。","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","增加使用时的伤害，永久增加角色的封印抵抗","1","60","90","200","200","200","200"
"161005","先祖火灵","先祖火灵","魔神修炼多年领悟的绝技，可以召唤出先祖火灵，可释放治疗技能或输出技能","70","100","2.4","10","消耗：$parameter1$魔法","-1","0","0","","1","1","","魔神修炼多年领悟的绝技，可以召唤出先祖火灵，可释放治疗技能或输出技能","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","6","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","召唤一个先祖火灵，火灵存在时可以起到法术输出或者治疗作用，持续8回合。","增加技能使用时的效果，永久增加角色的法术防御","增加技能使用时的效果，永久增加角色的物理防御","增加技能使用时的效果，永久增加角色的物理防御","增加技能使用时的效果，永久增加角色的物理防御","增加技能使用时的效果，永久增加角色的物理防御","增加技能使用时的效果，永久增加角色的物理防御","增加技能使用时的效果，永久增加角色的物理防御","增加技能使用时的效果，永久增加角色的物理防御","1","60","90","200","200","200","200"
