"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"6100102","3080","100","351001","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100102","6100102","5500","6100102","3600","6100102","900","","","","","6100102","900","6100102","900","6100102","900","6100102","900","6100102","900"
"6100103","4360","100","351002","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100103","6100103","5500","6100103","3600","6100103","900","","","","","6100103","900","6100103","900","6100103","900","6100103","900","6100103","900"
"6100104","4104","100","351003","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100104","6100104","5500","6100104","3600","6100104","900","","","","","6100104","900","6100104","900","6100104","900","6100104","900","6100104","900"
"6100105","4360","100","351004","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100105","6100105","5500","6100105","3600","6100105","900","","","","","6100105","900","6100105","900","6100105","900","6100105","900","6100105","900"
"6100106","2824","100","351005","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100106","6100106","5500","6100106","3600","6100106","900","","","","","6100106","900","6100106","900","6100106","900","6100106","900","6100106","900"
"6100107","1288","100","351006","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100107","6100107","5500","6100107","3600","6100107","900","","","","","6100107","900","6100107","900","6100107","900","6100107","900","6100107","900"
"6100108","1288","100","351007","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100108","6100108","5500","6100108","3600","6100108","900","","","","","6100108","900","6100108","900","6100108","900","6100108","900","6100108","900"
"6100109","1288","100","351008","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100109","6100109","5500","6100109","3600","6100109","900","","","","","6100109","900","6100109","900","6100109","900","6100109","900","6100109","900"
"6100110","1288","100","351009","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100110","6100110","5500","6100110","3600","6100110","900","","","","","6100110","900","6100110","900","6100110","900","6100110","900","6100110","900"
"6100111","1288","100","351010","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100111","6100111","5500","6100111","3600","6100111","900","","","","","6100111","900","6100111","900","6100111","900","6100111","900","6100111","900"
"6100112","1288","100","351011","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100112","6100112","5500","6100112","3600","6100112","900","","","","","6100112","900","6100112","900","6100112","900","6100112","900","6100112","900"
"6100113","1288","100","351012","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100113","6100113","5500","6100113","3600","6100113","900","","","","","6100113","900","6100113","900","6100113","900","6100113","900","6100113","900"
"6100114","1288","100","351013","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100114","6100114","5500","6100114","3600","6100114","900","","","","","6100114","900","6100114","900","6100114","900","6100114","900","6100114","900"
"6100115","1288","100","351014","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100115","6100115","5500","6100115","3600","6100115","900","","","","","6100115","900","6100115","900","6100115","900","6100115","900","6100115","900"
"6100116","1288","100","351015","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100116","6100116","5500","6100116","3600","6100116","900","","","","","6100116","900","6100116","900","6100116","900","6100116","900","6100116","900"
"6100117","1288","100","351016","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331110","1","331110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40008","60","","","6100117","6100117","5500","6100117","3600","6100117","900","","","","","6100117","900","6100117","900","6100117","900","6100117","900","6100117","900"
"6100220","312","100","351017","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331140","1","331140","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","60","","","6100220","6100220","5500","6100220","3600","6100220","900","","","","","6100220","900","6100220","900","6100220","900","6100220","900","6100220","900"
"6100221","568","100","351018","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331140","1","331140","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40010","60","","","6100221","6100221","5500","6100221","3600","6100221","900","","","","","6100221","900","6100221","900","6100221","900","6100221","900","6100221","900"
"6100322","1640","100","351019","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331140","1","331140","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","60","","","6100322","6100322","5500","6100322","3600","6100322","900","","","","","6100322","900","6100322","900","6100322","900","6100322","900","6100322","900"
"6100323","1384","100","351020","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331140","1","331140","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40009","60","","","6100323","6100323","5500","6100323","3600","6100323","900","","","","","6100323","900","6100323","900","6100323","900","6100323","900","6100323","900"
"6100424","40","100","351021","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331170","1","331170","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","60","","","6100424","6100424","5500","6100424","3600","6100424","900","","","","","6100424","900","6100424","900","6100424","900","6100424","900","6100424","900"
"6100525","72","100","351022","1","341110","1","341110","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331170","1","331170","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40011","60","","","6100525","6100525","5500","6100525","3600","6100525","900","","","","","6100525","900","6100525","900","6100525","900","6100525","900","6100525","900"
