编号,礼包道具ID,角色限制,职业限制,性别限制,打开礼包时的客户端提示,奖励表ID,银币奖励,符石奖励,VIP经验,货币类型,货币值,道具1ID,道具2ID,道具3ID,道具4ID,道具5ID,道具6ID,道具7ID,道具8ID,道具9ID,道具10ID,道具11ID,道具12ID,道具13ID,道具14ID,道具15ID,道具16ID,道具17ID,道具18ID,道具19ID,道具20ID,道具21ID,道具22ID,道具23ID,道具24ID,道具25ID,道具26ID,道具27ID,道具28ID,道具29ID,道具30ID,道具31ID,道具32ID,道具33ID,道具34ID,道具35ID,道具1数量,道具2数量,道具3数量,道具4数量,道具5数量,道具6数量,道具7数量,道具8数量,道具9数量,道具10数量,道具11数量,道具12数量,道具13数量,道具14数量,道具15数量,道具16数量,道具17数量,道具18数量,道具19数量,道具20数量,道具21数量,道具22数量,道具23数量,道具24数量,道具25数量,道具26数量,道具27数量,道具28数量,道具29数量,道具30数量,道具31数量,道具32数量,道具33数量,道具34数量,道具35数量,道具1绑定,道具2绑定,道具3绑定,道具4绑定,道具5绑定,道具6绑定,道具7绑定,道具8绑定,道具9绑定,道具10绑定,道具11绑定,道具12绑定,道具13绑定,道具14绑定,道具15绑定,道具16绑定,道具17绑定,道具18绑定,道具19绑定,道具20绑定,道具21绑定,道具22绑定,道具23绑定,道具24绑定,道具25绑定,道具26绑定,道具27绑定,道具28绑定,道具29绑定,道具30绑定,道具31绑定,道具32绑定,道具33绑定,道具34绑定,道具35绑定
450,334008,14,17,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,334008,15,13,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,334008,15,14,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,334008,15,17,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,334008,16,13,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,334008,16,14,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,334008,16,17,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,334008,17,13,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,334008,17,14,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,334008,17,17,0,0,0,0,0,0,0,0,710066,710067,337942,337943,334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,334009,1,11,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,334009,1,12,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,334009,1,19,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,334009,2,11,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,334009,2,12,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,334009,2,19,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,334009,3,11,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,334009,3,12,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,334009,3,19,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,334009,4,11,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,334009,4,12,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,334009,4,19,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,334009,5,11,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,334009,5,12,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,334009,5,19,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,334009,6,11,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,334009,6,12,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,334009,6,19,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,334009,7,15,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,334009,7,16,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,334009,7,18,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,334009,8,15,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,334009,8,16,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,334009,8,18,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,334009,9,15,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,334009,9,16,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,334009,9,18,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,334009,10,15,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,334009,10,16,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,334009,10,18,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,334009,11,15,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,334009,11,16,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,334009,11,18,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,334009,12,15,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,334009,12,16,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,334009,12,18,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,334009,13,13,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,334009,13,14,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,334009,13,17,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,334009,14,13,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,334009,14,14,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,334009,14,17,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,334009,15,13,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,334009,15,14,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,334009,15,17,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,334009,16,13,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,334009,16,14,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,334009,16,17,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,334009,17,13,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,334009,17,14,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,334009,17,17,0,0,0,0,0,0,0,0,710068,710069,337942,337943,334010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,334010,1,11,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,334010,1,12,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,334010,1,19,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,334010,2,11,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,334010,2,12,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,334010,2,19,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,334010,3,11,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,334010,3,12,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,334010,3,19,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,334010,4,11,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,334010,4,12,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,334010,4,19,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,334010,5,11,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,334010,5,12,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,334010,5,19,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,334010,6,11,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,334010,6,12,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,334010,6,19,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,334010,7,15,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,334010,7,16,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,334010,7,18,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,334010,8,15,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,334010,8,16,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,334010,8,18,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,334010,9,15,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,334010,9,16,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,334010,9,18,0,0,0,0,0,0,0,0,710070,710071,337942,337943,334011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
