"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"2080060","1级•矫健","","","","","0","","","","","","","","","","1","","0","780050","","","maxhp_value=gradea*0.5;speed_value=gradea*0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080061","2级•矫健","","","","","0","","","","","","","","","","1","","0","780051","","","maxhp_value=gradea*0.625;speed_value=gradea*0.0625","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080062","3级•矫健","","","","","0","","","","","","","","","","1","","0","780052","","","maxhp_value=gradea*0.75;speed_value=gradea*0.075","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080063","4级•矫健","","","","","0","","","","","","","","","","1","","0","780053","","","maxhp_value=gradea*0.875;speed_value=gradea*0.0875","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080064","5级•矫健","","","","","0","","","","","","","","","","1","","0","780054","","","maxhp_value=gradea*1;speed_value=gradea*0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080065","1级•御法","","","","","0","","","","","","","","","","1","","0","780055","","","magicdef_value=gradea*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080066","2级•御法","","","","","0","","","","","","","","","","1","","0","780056","","","magicdef_value=gradea*0.625","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080067","3级•御法","","","","","0","","","","","","","","","","1","","0","780057","","","magicdef_value=gradea*0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080068","4级•御法","","","","","0","","","","","","","","","","1","","0","780058","","","magicdef_value=gradea*0.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080069","5级•御法","","","","","0","","","","","","","","","","1","","0","780059","","","magicdef_value=gradea*1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080070","1级•坚甲","","","","","0","","","","","","","","","","1","","0","780060","","","defend_value=gradea*0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080071","2级•坚甲","","","","","0","","","","","","","","","","1","","0","780061","","","defend_value=gradea*0.625","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080072","3级•坚甲","","","","","0","","","","","","","","","","1","","0","780062","","","defend_value=gradea*0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080073","4级•坚甲","","","","","0","","","","","","","","","","1","","0","780063","","","defend_value=gradea*0.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080074","5级•坚甲","","","","","0","","","","","","","","","","1","","0","780064","","","defend_value=gradea*1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080075","1级•慧心","","","","","0","","","","","","","","","","1","","0","780065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080076","2级•慧心","","","","","0","","","","","","","","","","1","","0","780066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080077","3级•慧心","","","","","0","","","","","","","","","","1","","0","780067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080078","4级•慧心","","","","","0","","","","","","","","","","1","","0","780068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080079","5级•慧心","","","","","0","","","","","","","","","","1","","0","780069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080080","1级•自然","","","","","0","","","","","","","","","","1","","0","780070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080081","2级•自然","","","","","0","","","","","","","","","","1","","0","780071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080082","3级•自然","","","","","0","","","","","","","","","","1","","0","780072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080083","4级•自然","","","","","0","","","","","","","","","","1","","0","780073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080084","5级•自然","","","","","0","","","","","","","","","","1","","0","780074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080085","1级•舍身击","","","","","0","","","","","","","","","","1","","0","780075","","","physicrevise_value=0.03;phyattack_value=gradea*0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080086","2级•舍身击","","","","","0","","","","","","","","","","1","","0","780076","","","physicrevise_value=0.0375;phyattack_value=gradea*0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080087","3级•舍身击","","","","","0","","","","","","","","","","1","","0","780077","","","physicrevise_value=0.045;phyattack_value=gradea*0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080088","4级•舍身击","","","","","0","","","","","","","","","","1","","0","780078","","","physicrevise_value=0.0525;phyattack_value=gradea*0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080089","5级•舍身击","","","","","0","","","","","","","","","","1","","0","780079","","","physicrevise_value=0.06;phyattack_value=gradea*1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080090","1级•生死决","","","","","0","","","","","","","","","","1","","0","780080","","","phycruelrate_value=0.03;phyattack_value=gradea*0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080091","2级•生死决","","","","","0","","","","","","","","","","1","","0","780081","","","phycruelrate_value=0.0375;phyattack_value=gradea*0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080092","3级•生死决","","","","","0","","","","","","","","","","1","","0","780082","","","phycruelrate_value=0.045;phyattack_value=gradea*0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080093","4级•生死决","","","","","0","","","","","","","","","","1","","0","780083","","","phycruelrate_value=0.0525;phyattack_value=gradea*0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080094","5级•生死决","","","","","0","","","","","","","","","","1","","0","780084","","","phycruelrate_value=0.06;phyattack_value=gradea*1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080095","1级•碎甲刃","","","","","0","","","","","","","","","","1","","0","780085","","","phynodefrate_value=1;phynodefdegree_value=0.02;phyattack_value=gradea*0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080096","2级•碎甲刃","","","","","0","","","","","","","","","","1","","0","780086","","","phynodefrate_value=1;phynodefdegree_value=0.04;phyattack_value=gradea*0.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080097","3级•碎甲刃","","","","","0","","","","","","","","","","1","","0","780087","","","phynodefrate_value=1;phynodefdegree_value=0.06;phyattack_value=gradea*0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080098","4级•碎甲刃","","","","","0","","","","","","","","","","1","","0","780088","","","phynodefrate_value=1;phynodefdegree_value=0.08;phyattack_value=gradea*0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080099","5级•碎甲刃","","","","","0","","","","","","","","","","1","","0","780089","","","phynodefrate_value=1;phynodefdegree_value=0.1;phyattack_value=gradea*1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080100","1级•摧心浪","","","","","0","","","","","","","","","","1","","0","780090","","","fashubodong_value=0.02;magicattack_value=gradea*0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080101","2级•摧心浪","","","","","0","","","","","","","","","","1","","0","780091","","","fashubodong_value=0.04;magicattack_value=gradea*0.375","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080102","3级•摧心浪","","","","","0","","","","","","","","","","1","","0","780092","","","fashubodong_value=0.06;magicattack_value=gradea*0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080103","4级•摧心浪","","","","","0","","","","","","","","","","1","","0","780093","","","fashubodong_value=0.08;magicattack_value=gradea*0.525","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080104","5级•摧心浪","","","","","0","","","","","","","","","","1","","0","780094","","","fashubodong_value=0.1;magicattack_value=gradea*0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2080105","1级•双星爆","","","","","0","","","","","","","","","","1","","0","780095","","","magiccombo_value=0.2;magicattack_value=gradea*0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
