"技能ID","技能名称","是否预先统计目标数","是否主动","能否连击","能否被反击","是否禁止防御和保护","是否忽略隐身","是否默认自动技能","战斗内外使用","服务器分类","技能归类","选择目标类型","先发速度","消耗Hp","消耗Mp","消耗Sp","消耗Ep","串联子技能ID","子技能ID播放时间调控","脚本配置文件","技能名冒字资源","是否显示技能名冒字","是否被嘲讽影响","技能特殊延长时间","是否PVP不能使用","状态过滤是否能使用"
"532109","弑神","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321090","0","","","1","","","",""
"532110","杀伐","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321100","0","","","1","","","",""
"532111","重挫","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321110","0","","","1","","","",""
"532112","意冲九霄","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5321120","0","","","1","","","",""
"532201","临兵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322010","0","","","1","","","",""
"532202","行神","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322020","0","","","1","","","",""
"532203","将魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322030","0","","","1","","","",""
"532204","行气","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322040","0","","","1","","","",""
"532205","朔风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322050","0","","","1","","","",""
"532206","无锋","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322060","0","","","1","","","",""
"532207","翩鸿","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322070","0","","","1","","","",""
"532208","狂戈","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322080","0","","","1","","","",""
"532209","蓄势","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322090","0","","","1","","","",""
"532210","越阵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322100","0","","","1","","","",""
"532211","冲冠","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322110","0","","","1","","","",""
"532212","气吞山河","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5322120","0","","","1","","","",""
"532301","临兵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323010","0","","","1","","","",""
"532302","行神","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323020","0","","","1","","","",""
"532303","将魂","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323030","0","","","1","","","",""
"532304","行气","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323040","0","","","1","","","",""
"532305","朔风","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323050","0","","","1","","","",""
"532306","追云","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323060","0","","","1","","","",""
"532307","破势","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323070","0","","","1","","","",""
"532308","战意","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323080","0","","","1","","","",""
"532309","弑神","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323090","0","","","1","","","",""
"532310","越阵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323100","0","","","1","","","",""
"532311","冲冠","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323110","0","","","1","","","",""
"532312","气吞山河","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5323120","0","","","1","","","",""
"532400","韬略","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324000","0","","","1","","","",""
"532401","行一","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324010","0","","","1","","","",""
"532402","必退","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324020","0","","","1","","","",""
"532403","兵者勇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324030","0","","","1","","","",""
"532404","藏兵","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324040","0","","","1","","","",""
"532405","伐崇","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324050","0","","","1","","","",""
"532406","祈胜","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324060","0","","","1","","","",""
"532407","武者圣","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5324070","0","","","1","","","",""
"533001","灵山","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330010","0","","","1","","","",""
"533002","朝晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330020","0","","","1","","","",""
"533003","鼎峰","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330030","0","","","1","","","",""
"533004","顽石","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330040","0","","","1","","","",""
"533005","辟邪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330050","0","","","1","","","",""
"533006","飞鸟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330060","0","","","1","","","",""
"533007","风翼","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330070","0","","","1","","","",""
"533008","幻月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330080","0","","","1","","","",""
"533009","寒蝉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330090","0","","","1","","","",""
"533010","回生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330100","0","","","1","","","",""
"533011","追思","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330110","0","","","1","","","",""
"533012","光风霁月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5330120","0","","","1","","","",""
"533101","灵山","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331010","0","","","1","","","",""
"533102","朝晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331020","0","","","1","","","",""
"533103","鼎峰","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331030","0","","","1","","","",""
"533104","顽石","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331040","0","","","1","","","",""
"533105","辟邪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331050","0","","","1","","","",""
"533106","飞鸟","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331060","0","","","1","","","",""
"533107","风翼","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331070","0","","","1","","","",""
"533108","轻影","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331080","0","","","1","","","",""
"533109","虚幻","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331090","0","","","1","","","",""
"533110","回生","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331100","0","","","1","","","",""
"533111","追思","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331110","0","","","1","","","",""
"533112","光风霁月","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5331120","0","","","1","","","",""
"533201","灵山","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332010","0","","","1","","","",""
"533202","朝晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332020","0","","","1","","","",""
"533203","鼎峰","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332030","0","","","1","","","",""
"533204","顽石","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332040","0","","","1","","","",""
"533205","辟邪","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332050","0","","","1","","","",""
"533206","暝石","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332060","0","","","1","","","",""
"533207","灵慧","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332070","0","","","1","","","",""
"533208","雷行","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332080","0","","","1","","","",""
"533209","雷厉","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332090","0","","","1","","","",""
"533210","雷霆","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332100","0","","","1","","","",""
"533211","惊雷","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332110","0","","","1","","","",""
"533212","运转乾坤","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5332120","0","","","1","","","",""
"533301","灵山","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5333010","0","","","1","","","",""
"533302","朝晖","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5333020","0","","","1","","","",""
"533303","鼎峰","","FALSE","FALSE","FALSE","0","","","FALSE","2","11","1","","","","","","5333030","0","","","1","","","",""
