编号,类型,显示名,道具名颜色,颜色品质,造型编号,单位,等级,需求等级,排序ID,可否摧毁,可否摆摊上架,点卡服可否摆摊上架,道具生效时间,道具过期时间,使用后持续时间（s）,默认有效时间,可否卖店,是否绑定,是否拾取绑定,是否下线消失,战斗内使用对象,战斗内使用者对象,战斗外使用对象,使用后是否消耗,最大堆叠数量,最大拥有数量,删除后服务器保留天数,珍品找回消耗,描述,功能说明,售卖商店类型,售卖NPCID,道具使用方法,道具类名,道具类名1,使用按钮功能类型,使用按钮功能参数1,使用按钮功能参数2,使用按钮功能参数3,加锁时能否消耗,需求锻造等级,需求裁缝等级,需求炼金等级,临时类型,获取途径1,获取途径2,获取途径3,获取途径4,获取途径5,获取途径6,获取途径7,获取途径8,获取途径9,是否珍品,是否稀有,摆摊冻结时间,寻路特殊处理,特殊用途1,特殊用途2,特殊用途3,特殊用途4,特殊用途5
333069,534,变异变形者,FFff5900,5,30229,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异变形者,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333070,534,变异蓝龙,FFff46f0,4,30231,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异绿飞龙,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333071,534,变异预言者,FFff46f0,4,30236,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异预言者,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333072,534,变异黑龙,FFff46f0,4,30350,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异骨飞龙,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333073,534,变异绿龙,FFff5900,5,30212,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异绿龙,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333074,534,变异红龙,FFff46f0,4,30247,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异炎魔使者,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333075,534,变异黑铁矮人,FFff46f0,4,30216,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异黑铁矮人,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333076,534,变异铁炉牧师,FFff46f0,4,30225,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异铁炉牧师,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333077,534,变异矮人军官,FFff5900,5,30215,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异矮人军官,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333078,534,变异裁决者,FFff46f0,4,30309,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异死亡骑士,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333079,534,变异食尸鬼,FFff46f0,4,30250,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异食尸鬼,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333080,534,变异女妖,FFff46f0,4,30248,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异女妖,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333081,534,变异恐惧恶魔,FFff5900,5,30214,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异恐惧恶魔,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333082,534,小软宝宝,FF00b1ff,3,30292,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得小软,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333083,534,小软宝宝,FF00b1ff,3,30292,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得小软,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333084,534,迅猛龙宝宝,FF00b1ff,3,30211,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得迅猛龙,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333085,534,迅猛龙宝宝,FF00b1ff,3,30211,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得迅猛龙,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333086,534,囧龟宝宝,FFff46f0,4,30235,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得囧龟,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333087,534,地精工匠宝宝,FF00b1ff,3,30221,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得地精工匠,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333088,534,剪刀手宝宝,FF00b1ff,3,30238,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得剪刀手,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333089,534,死神宝宝,FF00b1ff,3,30241,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得死神,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333090,534,变异狼人,FFff46f0,4,30284,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得变异狼人,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333091,534,血月教徒宝宝,FFff46f0,4,30325,个,0,1,5800,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,1,0,0,0,使用获得血月教徒,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
333092,534,变异羽蛇,FFff46f0,4,30247,个,0,1,5800,true,0,0,0,0,0,0,0,true,true,false,0,0,1,1,1,0,0,0,变异羽蛇,使用获得宠物,,,使用方法：点击使用,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,
341101,2470,泰坦精铁,FF06cc11,2,1010,块,10,1,5500,true,0,0,0,0,0,0,1027,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,10级装备打造材料,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
341102,2470,泰坦精铁,FF06cc11,2,1010,块,20,1,5500,true,0,0,0,0,0,0,1028,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,20级装备打造材料,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
341103,2470,泰坦精铁,FF06cc11,2,1010,块,30,1,5500,true,0,0,0,0,0,0,1029,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,30级装备打造材料,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
341104,2470,泰坦精铁,FF06cc11,2,1010,块,40,1,5500,true,0,0,0,0,0,0,1030,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,40级装备打造材料,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
341105,2470,泰坦精铁,FF06cc11,2,1010,块,50,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,50级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
341106,2470,泰坦精铁,FF06cc11,2,1010,块,60,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,60级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
341107,2470,泰坦精铁,FF06cc11,2,1010,块,70,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,幽幽寒光，打造装备用的基础材料。,70级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,,,30,,,,,,
341108,2470,泰坦精铁,FF06cc11,2,1010,块,80,1,5500,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,80级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,,30,,,,,,
341109,2470,泰坦精铁,FF06cc11,2,1010,块,90,1,5500,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,90级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,,30,,,,,,
341110,2470,泰坦精铁,FF06cc11,2,1010,块,100,1,5500,true,1,1,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,100级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,2,,,,,,,,,1,,30,,,,,,
341111,2470,泰坦精铁,FF06cc11,2,1010,块,110,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,110级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,,30,,,,,,
341112,2470,泰坦精铁,FF06cc11,2,1010,块,120,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,120级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,,30,,,,,,
341113,2470,泰坦精铁,FF06cc11,2,1010,块,130,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,130级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,,30,,,,,,
341114,2470,泰坦精铁,FF06cc11,2,1010,块,140,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,140级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,,30,,,,,,
341115,2470,泰坦精铁,FF06cc11,2,1010,块,150,1,5500,true,1,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,60,1000,幽幽寒光，打造装备用的基础材料。,150级装备打造材料,3,161506,使用方法：点击使用,,,3,6,,,0,,,,,,,,,,,,,,1,,30,,,,,,
350000,422,打造图纸-剑,fffff2df,1,1009,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350001,422,打造图纸-锤,fffff2df,1,1031,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350002,422,打造图纸-弓,fffff2df,1,1033,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350003,422,打造图纸-斧,fffff2df,1,1143,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350004,422,打造图纸-法杖,fffff2df,1,1036,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350005,422,打造图纸-法杖,fffff2df,1,1036,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350006,422,打造图纸-腰带,fffff2df,1,1042,张,1,1,7050,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350007,422,打造图纸-鞋子,fffff2df,1,1044,张,1,1,7055,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350008,422,打造图纸-项链,fffff2df,1,1043,张,1,1,7056,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350009,422,打造图纸-男头,fffff2df,1,1040,张,1,1,7053,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350010,422,打造图纸-女头,fffff2df,1,1041,张,1,1,7054,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350011,422,打造图纸-男衣,fffff2df,1,1038,张,1,1,7051,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350012,422,打造图纸-女衣,fffff2df,1,1039,张,1,1,7052,true,0,0,0,0,0,0,0,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350100,422,打造图纸-剑,fffff2df,1,1009,张,10,1,7050,true,0,0,0,0,0,0,1034,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350101,422,打造图纸-锤,fffff2df,1,1031,张,10,1,7050,true,0,0,0,0,0,0,1041,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350102,422,打造图纸-弓,fffff2df,1,1033,张,10,1,7050,true,0,0,0,0,0,0,1048,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350103,422,打造图纸-斧,fffff2df,1,1143,张,10,1,7050,true,0,0,0,0,0,0,1055,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350104,422,打造图纸-法杖,fffff2df,1,1036,张,10,1,7050,true,0,0,0,0,0,0,1062,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350105,422,打造图纸-法杖,fffff2df,1,1036,张,10,1,7050,true,0,0,0,0,0,0,1069,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350106,422,打造图纸-腰带,fffff2df,1,1042,张,10,1,7050,true,0,0,0,0,0,0,1076,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350107,422,打造图纸-鞋子,fffff2df,1,1044,张,10,1,7055,true,0,0,0,0,0,0,1083,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350108,422,打造图纸-项链,fffff2df,1,1043,张,10,1,7056,true,0,0,0,0,0,0,1090,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350109,422,打造图纸-男头,fffff2df,1,1040,张,10,1,7053,true,0,0,0,0,0,0,1097,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350110,422,打造图纸-女头,fffff2df,1,1041,张,10,1,7054,true,0,0,0,0,0,0,1104,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350111,422,打造图纸-男衣,fffff2df,1,1038,张,10,1,7051,true,0,0,0,0,0,0,1111,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350112,422,打造图纸-女衣,fffff2df,1,1039,张,10,1,7052,true,0,0,0,0,0,0,1118,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350200,422,打造图纸-剑,fffff2df,1,1009,张,20,1,7050,true,0,0,0,0,0,0,1035,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350201,422,打造图纸-锤,fffff2df,1,1031,张,20,1,7050,true,0,0,0,0,0,0,1042,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350202,422,打造图纸-弓,fffff2df,1,1033,张,20,1,7050,true,0,0,0,0,0,0,1049,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350203,422,打造图纸-斧,fffff2df,1,1143,张,20,1,7050,true,0,0,0,0,0,0,1056,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350204,422,打造图纸-法杖,fffff2df,1,1036,张,20,1,7050,true,0,0,0,0,0,0,1063,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350205,422,打造图纸-法杖,fffff2df,1,1036,张,20,1,7050,true,0,0,0,0,0,0,1070,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350206,422,打造图纸-腰带,fffff2df,1,1042,张,20,1,7050,true,0,0,0,0,0,0,1077,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350207,422,打造图纸-鞋子,fffff2df,1,1044,张,20,1,7055,true,0,0,0,0,0,0,1084,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350208,422,打造图纸-项链,fffff2df,1,1043,张,20,1,7056,true,0,0,0,0,0,0,1091,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350209,422,打造图纸-男头,fffff2df,1,1040,张,20,1,7053,true,0,0,0,0,0,0,1098,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350210,422,打造图纸-女头,fffff2df,1,1041,张,20,1,7054,true,0,0,0,0,0,0,1105,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350211,422,打造图纸-男衣,fffff2df,1,1038,张,20,1,7051,true,0,0,0,0,0,0,1112,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350212,422,打造图纸-女衣,fffff2df,1,1039,张,20,1,7052,true,0,0,0,0,0,0,1119,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350300,422,打造图纸-剑,fffff2df,1,1009,张,30,1,7050,true,0,0,0,0,0,0,1036,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350301,422,打造图纸-锤,fffff2df,1,1031,张,30,1,7050,true,0,0,0,0,0,0,1043,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350302,422,打造图纸-弓,fffff2df,1,1033,张,30,1,7050,true,0,0,0,0,0,0,1050,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350303,422,打造图纸-斧,fffff2df,1,1143,张,30,1,7050,true,0,0,0,0,0,0,1057,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350304,422,打造图纸-法杖,fffff2df,1,1036,张,30,1,7050,true,0,0,0,0,0,0,1064,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350305,422,打造图纸-法杖,fffff2df,1,1036,张,30,1,7050,true,0,0,0,0,0,0,1071,false,false,false,0,0,1,1,99,0,0,0,记录（武器类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350306,422,打造图纸-腰带,fffff2df,1,1042,张,30,1,7050,true,0,0,0,0,0,0,1078,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350307,422,打造图纸-鞋子,fffff2df,1,1044,张,30,1,7055,true,0,0,0,0,0,0,1085,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350308,422,打造图纸-项链,fffff2df,1,1043,张,30,1,7056,true,0,0,0,0,0,0,1092,false,false,false,0,0,1,1,99,0,0,0,记录（饰品类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350309,422,打造图纸-男头,fffff2df,1,1040,张,30,1,7053,true,0,0,0,0,0,0,1099,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350310,422,打造图纸-女头,fffff2df,1,1041,张,30,1,7054,true,0,0,0,0,0,0,1106,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350311,422,打造图纸-男衣,fffff2df,1,1038,张,30,1,7051,true,0,0,0,0,0,0,1113,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
350312,422,打造图纸-女衣,fffff2df,1,1039,张,30,1,7052,true,0,0,0,0,0,0,1120,false,false,false,0,0,1,1,99,0,0,0,记录（防具类）打造方法的图纸，可以和精铁一起打造装备。,,2,161506,使用方法：点击使用,,,3,6,,,0,,,,,1,,,,,,,,,,,,,,,,,
