"编号","类型","部件ID","显示名","功能说明","道具名颜色","颜色品质","装备颜色","装备前缀","造型编号","武器造型编号","武器特效编号","单位","等级","需求等级","排序ID","角色需求1","角色需求2","性别需求","职业需求","可否摧毁","可否摆摊上架","点卡服可否摆摊上架","默认有效时间","不能被放入的包裹id1","不能被放入的包裹id2","不能被放入的包裹id3","可否给予战斗中对象","可否卖店","能否邮寄","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","珍品找回消耗","描述","售卖商店类型","售卖NPCID","道具使用方法","道具类名","道具类名1","赠送类型","亲密度","货币类型","从NPC购买价","出售价格系数","对应使用方法答案ID","点击寻路链接及右键使用事件","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","淬炼等级","是否已鉴定","耐久度系数","耐久上限","附加属性1值","附加属性2值","附加属性3值","附加属性1id","附加属性2id","附加属性3id","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","增加躲闪","增加命中","增加内功防御","增加内功伤害","增加速度","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","封印抗性","加强封印","特技id","是否生成特殊属性","套装id","附加属性条数","绿色评分","蓝色评分","橙色评分","紫色评分","暗金色评分","特效id","左手路径1","左手路径2","右手路径1","右手路径2","左手挂点1","左手挂点2","右手挂点1","右手挂点2","宝石槽数量","槽1开启等级","槽2开启等级","槽3开启等级","可镶嵌最高等级宝石","可镶嵌宝石类型1","可镶嵌宝石类型2","可镶嵌宝石类型3","可镶嵌宝石类型4","可镶嵌宝石类型5","宝石1","宝石2","宝石3","宝石4","宝石5","宝石6","宝石7","宝石8","宝石9","宝石10","装备基础属性ID","附加属性随机库ID","附加属性出现几率","附加属性双加随机库ID","附加属性单加随机库ID","附加属性三加随机库ID","附加属性四加随机库ID","特效随机库ID","特效随机库1ID","特技随机库ID","装备普通修理失败几率","装备修理材料ID","装备修理材料消耗数量","装备修理材料ID1","装备修理材料消耗数量1","装备修理材料ID2","装备修理材料消耗数量2","装备修理材料ID3","装备修理材料消耗数量3","装备修理材料ID4","装备修理材料消耗数量4","装备修理材料ID5","装备修理材料消耗数量5","装备修理材料ID6","装备修理材料消耗数量6","装备修理材料ID7","装备修理材料消耗数量7","装备修理材料ID8","装备修理材料消耗数量8","装备修理材料ID9","装备修理材料消耗数量9","装备修理材料ID10","装备修理材料消耗数量10","装备特殊修理材料ID","装备特殊修理材料消耗数量","装备普通修理消耗金钱","普通修理消耗金钱类型","装备特殊修理消耗金钱","特殊修理消耗金钱类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","珍品评分","是否自动分解","分解获得银币","分解额外获得物品1","分解额外获得物品2","分解额外获得物品3","分解额外获得物品4","分解额外获得物品5","是否自动播放特效","是否有分解按钮","摆摊冻结时间","是否稀有","寻路特殊处理","装备重铸需求道具","装备重铸需求数量","装备重铸需求货币","装备点化需求道具id","装备点化需求道具数量","装备点化需求金钱数量","装备附魔需求道具","装备附魔需求数量","装备附魔需求货币","装备熔炼需求道具","装备熔炼需求道具数量","装备熔炼需求金币数量","进阶后道具ID","进阶需求道具ID","进阶需求道具数量","进阶需求金币","是否可以一键分解","特殊用途1","特殊用途2","特殊用途3","特殊用途4","特殊用途5","双加属性值限制ID"
"6090105","2824","0","洪荒之力","90级蓝装魔棒","FF00b1ff","3","1","1","1543","507","","件","90","90","2003","","","0","15;16","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","这把武器的力量，犹如滔滔江水，连绵不绝。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","69;69","84","99;114","","","","","50","","","331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090106","4104","0","血精灵金杖","90级蓝装法杖","FF00b1ff","3","1","1","1543","604","","件","90","90","2003","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了辛多雷的荣耀！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","69;69","84","99;114","","","","","50","","","331109","1","331110","1","331111","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090207","312","3","护卫者胸甲","90级蓝装男衣","FF00b1ff","3","5","1","1455","1432","","件","90","90","2303","","","1","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","1","3","5","7","","","","","","","","","","","","","","6666","69;69","84","99;114","","","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090208","568","3","护卫者外套","90级蓝装女衣","FF00b1ff","3","5","1","1444","1436","","件","90","90","2303","","","2","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","1","3","5","7","","","","","","","","","","","","","","6666","69;69","84","99;114","","","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090309","1640","1","护卫者头盔","90级蓝装男头盔","FF00b1ff","3","5","1","1433","1698","","件","90","90","2103","","","1","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","2","3","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090310","1384","1","护卫者头饰","90级蓝装女头饰","FF00b1ff","3","5","1","1499","1698","","件","90","90","2103","","","2","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","2","3","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331139","1","331140","1","331141","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090411","40","2","护卫者项链","90级蓝装项链","FF00b1ff","3","5","1","1466","1434","","件","90","90","2203","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","4","5","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090512","72","4","护卫者腰带","90级蓝装腰带","FF00b1ff","3","5","1","1477","1435","","件","90","90","2403","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","1","6","9","","","","","","","","","","","","","","","0","","","","","","","","50","","","331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6090613","88","5","护卫者长靴","90级蓝装鞋子","FF00b1ff","3","5","1","1488","1429","","件","90","90","2503","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","为了我们的亲人，勇敢的战斗吧！","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","700","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","6","9","","","","","","","","","","","","","","","","0","","","","","","","","50","","","331169","1","331170","1","331171","1","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","341109,1,1400;350900,1,38;350901,1,38;350902,1,38;350903,1,38;350904,1,38;350906,1,38;350907,1,38;350908,1,38;350909,1,38;350910,1,38;350911,1,38;350912,1,38;351000,1,0;351001,1,0;351002,1,0;351003,1,0;351004,1,0;351006,1,0;351007,1,0;351008,1,0;351009,1,0;351010,1,0;351011,1,0;351012,1,0;40008,1,400;40009,1,400;40010,1,400;40011,1,400;40008,2,100;40009,2,100;40010,2,100;40011,2,100;40008,3,38;40009,3,38;40010,3,38;40011,3,38","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100101","1288","0","巫妖王的诅咒","100级蓝装剑","FF00b1ff","3","1","1","1533","407","","件","100","100","2003","","","0","18;19","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","传说霜之哀伤的持有者将会成为新的巫妖王。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100102","4360","0","毁灭之力","100级蓝装锤","FF00b1ff","3","1","1","1522","207","","件","100","100","2003","","","0","17;14","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","毁灭者曾经使用过的战锤。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100103","1800","0","风行者长弓","100级蓝装匕首","FF00b1ff","3","1","1","1512","307","","件","100","100","2003","","","0","13","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","风行者家族使用过的长弓。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100104","3080","0","恐惧先锋","100级蓝装爪","FF00b1ff","3","1","1","1552","107","","件","100","100","2003","","","0","11;12","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","让每一个敌人都会感到恐惧的武器。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100105","2824","0","暗黑火焰","100级蓝装魔棒","FF00b1ff","3","1","1","1543","507","","件","100","100","2003","","","0","15;16","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","想尝尝暗影烈焰的厉害吗？","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100106","4104","0","瓦解法杖","100级蓝装法杖","FF00b1ff","3","1","1","1543","605","","件","100","100","2003","","","0","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","据说曾经被血精灵用来瓦解敌人内心来满足魔瘾。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","13","2","4","7","8","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331110","1","331111","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100207","312","3","角斗士胸甲","100级蓝装男衣","FF00b1ff","3","5","1","1454","1432","","件","100","100","2303","","","1","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","1","3","5","7","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331140","1","331141","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
"6100208","568","3","角斗士外套","100级蓝装女衣","FF00b1ff","3","5","1","1443","1436","","件","100","100","2303","","","2","0","false","0","0","0","","","","false","0","false","false","false","false","0","0","1","0","1","0","0","0","你可能绝对想不到这么精巧的设计出自大地之环的某位之手。","3","161506","使用方法：点击装备按钮","","","3","1","3","500","250","0","0","","","","","0","1","770","770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","13","1","3","5","7","","","","","","","","","","","","","","6666","70;70","85","100;115","","","","","50","","","331140","1","331141","1","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","","","","","","","","","99999","0","10000","","","","","","0","1","30","","","","","","","","","","","","","","","","","","","","","","","","",""
