"编号","名称","原模型替换备注","玩法调用","称谓","造型id","随机造型id","显示血量","显示大血条","显示等级","战斗单位类型","怪物类型","特殊类型","职业","类型","大小比例","area1colour","area2colour","对应宠物","颜色几率id","是否绑定","等级模式","NPC等级","怪物匹配最小等级","怪物匹配最大等级","能否捕捉","能否捕捉2","捕捉几率","逃跑几率","免疫状态id","反击几率","反击伤害系数","初始属性点","初始属性分配类型","每级新增属性点","每级体质加点","每级智力加点","每级力量加点","每级耐力加点","每级敏捷加点","怪物体资","怪物法资","怪物攻资","怪物防资","怪物速资","怪物躲资","怪物成长率","治疗强度成长","控制命中成长","控制抗性成长","暗雷加点1","暗雷加点2","暗雷加点3","暗雷加点4","技能1编号","技能2编号","技能3编号","技能4编号","技能5编号","技能6编号","技能7编号","技能1出现几率","技能2出现几率","技能3出现几率","技能4出现几率","技能5出现几率","技能6出现几率","技能7出现几率","技能1施放几率","技能2施放几率","技能3施放几率","技能4施放几率","技能5施放几率","技能6施放几率","技能7施放几率","AI编号","金属性吸收","木属性吸收","水属性吸收","火属性吸收","土属性吸收","加强封印","封印抗性","外功暴击等级","外功暴击程度","外功暴击抗性","内功暴击等级","内功暴击抗性","内功暴击程度","反击等级","反击程度","单场反击次数","反击抗性","外功反震等级","外功反震程度","外功反震抗性","连击率","连击次数","追击率","追击次数","修炼等级基准","物攻修炼等级","物防修炼等级","法攻修炼等级","法防修炼等级","强封修炼等级","封抗修炼等级","技能1系数","技能2系数","技能3系数","技能4系数","技能5系数","技能6系数","技能7系数","技能1常数","技能2常数","技能3常数","技能4常数","技能5常数","技能6常数","技能7常数"
"22124","律法女娲","牛头宝宝","","牛头宝宝","","","1","","0","4","3","","","2","1","0","0","500236","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3350","4190","1240","1550","0","1700","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206003","206002","206015","206026","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22125","幽灵","马面宝宝","","马面宝宝","","","1","","0","4","3","","","2","1","0","0","500237","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3350","4190","1860","2330","0","1800","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207001","206033","206011","206023","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22126","鬼将","龟丞相宝宝","","龟丞相宝宝","","","1","","0","4","3","","","2","1","0","0","500238","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2230","2790","1240","1550","0","1750","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206004","206001","206018","206033","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22127","净瓶女娲","净瓶女娲宝宝","","净瓶女娲宝宝","","","1","","0","4","3","","","2","1","0","0","500239","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2790","3490","1860","2330","0","1800","1036","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","207002","206048","206070","206026","","","1000","333","333","333","333","","","500","500","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22128","灵符女娲","虾兵宝宝","","虾兵宝宝","","","1","","0","4","3","","","2","1","0","0","500240","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3460","4320","1920","2400","0","1850","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","207008","206054","206053","","","","1000","333","333","333","","","","0","500","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22129","巴蛇","蟹将宝宝","","蟹将宝宝","","","1","","0","4","3","","","2","1","0","0","500241","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2880","3600","1280","1600","0","1800","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206067","206002","206001","206026","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22130","大力金刚","远古瑞兽宝宝","","远古瑞兽宝宝","","","1","","0","4","3","","","2","1","0","0","500242","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3460","4320","1280","1600","0","1850","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","206003","206033","206016","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22131","灵鹤","灵符女娲宝宝","","灵符女娲宝宝","","","1","","0","4","3","","","2","1","0","0","500243","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2300","2880","1920","2400","0","1850","1066","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207008","206067","206046","206054","206053","","","1000","333","333","333","333","","","500","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22132","龙龟","野猪宝宝","","鲛将军宝宝","","","1","","0","4","3","","","2","1","0","0","500244","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3590","4490","1330","1660","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206053","206050","206037","206020","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22133","噬天虎","吸血蝙蝠宝宝","","蚌仙子宝宝","","","1","","0","4","3","","","2","1","0","0","500245","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3000","3740","1330","1660","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206049","206019","206072","206037","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22134","夜罗刹","鲛将军宝宝","","龙女宝宝","","","1","","0","4","3","","","2","1","0","0","500246","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3590","4490","2000","2500","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206030","207001","206014","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22135","踏云兽","律法女娲宝宝","","律法女娲宝宝","","","1","","0","4","3","","","2","1","0","0","500247","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2400","3000","2000","2500","0","1850","1096","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","207006","206048","206014","206045","206030","","","1000","333","333","333","333","","","500","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22136","雾中仙","千年僵尸宝宝","","千年僵尸宝宝","","","1","","0","4","3","","","2","1","0","0","500248","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3110","3890","1380","1730","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206005","206019","206037","206001","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22137","炎魔神","孤魂野鬼宝宝","","孤魂野鬼宝宝","","","1","","0","4","3","","","2","1","0","0","500249","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2490","3110","2070","2590","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206029","206032","207003","206006","","","","1000","333","333","333","","","","0","500","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22138","修罗傀儡鬼","芙蓉仙子宝宝","","忘川童子宝宝","","","1","","0","4","3","","","2","1","0","0","500250","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3730","4670","1730","2160","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206063","206017","206005","206004","206036","","","1000","1000","333","333","333","","","0","0","0","0","0","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22139","修罗傀儡妖","蜃蛇宝宝","","蜃蛇宝宝","","","1","","0","4","3","","","2","1","0","0","500251","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2490","3110","1380","1730","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206049","207012","206027","206005","206031","","","1000","333","333","333","333","","","500","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22140","狂豹","吸血鬼宝宝","","吸血鬼宝宝","","","1","","0","4","3","","","2","1","0","0","500252","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3730","4670","2070","2590","0","1850","1126","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206030","207016","206027","206033","206032","","","1000","333","333","333","333","","","500","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22141","罗汉","夜叉宝宝","","夜叉宝宝","","","1","","0","4","3","","","2","1","0","0","500253","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3230","4030","2150","2690","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","207007","206046","206011","","","","1000","333","333","333","","","","0","500","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22142","腾蛇","幽莹娃娃宝宝","","幽莹娃娃宝宝","","","1","","0","4","3","","","2","1","0","0","500254","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4840","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206057","206067","206001","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22143","蓝龙","鞭笞者宝宝","","鬼将宝宝","","","1","","0","4","3","","","2","1","0","0","500255","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3230","4030","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206039","206001","206019","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22144","蝎子精","幽冥书生宝宝","","腐女灵兽","","","1","","0","4","3","","","2","1","0","0","500256","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3870","4840","1430","1790","0","1850","1156","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206048","207014","206019","206021","206022","","","1000","333","333","333","333","","","500","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22145","持国","蟠桃童子宝宝","","摧毁者宝宝","","","1","","0","4","3","","","2","1","0","0","500257","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","4010","5010","1480","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206058","206039","206037","206023","","","","1000","333","333","333","","","","0","0","0","0","0","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22146","百足将军","天兵宝宝","","蟠桃童子宝宝","","","1","","0","4","3","","","2","1","0","0","500258","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2670","3340","2230","2780","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206059","207005","206043","206060","","","","1000","333","333","333","","","","0","500","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22147","蚌精","巨灵神将宝宝","","食人魔宝宝","","","1","","0","4","3","","","2","1","0","0","500259","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","4010","5010","1860","2320","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","206072","206003","206028","206033","","","1000","1000","333","333","333","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22148","画魂","御风童子宝宝","","变形者灵兽","","","1","","0","4","3","","","2","1","0","0","500260","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2670","3340","1480","1860","0","1850","1186","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206066","207009","206069","206012","206033","","","1000","333","333","333","333","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22149","碧水夜叉","绿飞龙宝宝","","珍露童子宝宝","","","1","","0","4","3","","","2","1","0","0","500261","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","4150","5180","2300","2880","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206056","207008","206043","206045","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22150","花妖","猴小仙宝宝","","猴小仙宝宝","","","1","","0","4","3","","","2","1","0","0","500262","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","2760","3460","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206001","206056","206065","206005","","","","1000","333","333","333","","","","0","500","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22151","蝴蝶仙子","芙蓉仙子宝宝","","黑龙宝宝","","","1","","0","4","3","","","2","1","0","0","500263","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","3460","4320","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206060","206050","206058","206059","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22152","狐狸精","巡游天神宝宝","","绿龙灵兽","","","1","","0","4","3","","","2","1","0","0","500264","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","4150","5180","1540","1920","0","1850","1216","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206069","207015","206009","206014","206015","","","1000","333","333","333","333","","","0","500","0","0","0","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22153","鲛人","炎魔使者宝宝","","蛟龙宝宝","","","1","","0","4","3","","","2","1","0","0","500265","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","4290","5360","2380","2980","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206070","207005","206051","206060","","","","1000","333","333","333","","","","0","0","500","0","0","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
"22154","机关鸟","凤凰仙子宝宝","","凤凰仙子宝宝","","","1","","0","4","3","","","2","1","0","0","500266","1","0","5","0","0","150","1","true","666","0","-1","0","0","50","1","5","1","1","1","1","1","4290","5360","1980","2480","0","1850","1246","4","10","10","0.2;0.2;0.2;0.2;0.2","0.3;0.2;0.2;0.2;0.1","0.1;0.3;0.3;0.2;0.1","0.2;0.3;0.2;0.2;0.1","206050","206058","206057","206067","","","","1000","333","333","333","","","","0","0","0","0","","","","20001","-1.0","-1.0","-1.0","-1.0","-1.0","-1","-1","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1","-1","-1.0","-1","-1.0","-1","-1.0","-1","0","0","0","0","0","0","0","2.0","2.0","2.0","2.0","2.0","2.0","","1.0","1.0","1.0","1.0","1.0","1.0",""
