"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"541060","齐天大圣内丹","齐天大圣内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","齐天大圣内丹","1189","","","0","",""
"541061","冰灵内丹","冰灵内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","冰灵内丹","1189","","","0","",""
"541062","琴仙内丹","琴仙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","琴仙内丹","1189","","","0","",""
"541063","温尔内丹","温尔内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","温尔内丹","1189","","","0","",""
"541064","小狐狸内丹","小狐狸内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","小狐狸内丹","1189","","","0","",""
"541065","小黎内丹","小黎内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","小黎内丹","1189","","","0","",""
"541066","月灵内丹","月灵内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","月灵内丹","1189","","","0","",""
"541067","朝歌内丹","朝歌内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","朝歌内丹","1189","","","0","",""
"541068","柠檬内丹","柠檬内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","柠檬内丹","1189","","","0","",""
"541069","思辰仕女内丹","思辰仕女内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","思辰仕女内丹","1189","","","0","",""
"541070","星悟空内丹","星悟空内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","星悟空内丹","1189","","","0","",""
"541071","暗神内丹","暗神内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","暗神内丹","1189","","","0","",""
"541072","有苏鸩内丹","有苏鸩内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","有苏鸩内丹","1189","","","0","",""
"541073","灵灯童子内丹","灵灯童子内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","灵灯童子内丹","1189","","","0","",""
"541074","驭龙内丹","驭龙内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","驭龙内丹","1189","","","0","",""
"541075","觉醒雪内丹","觉醒雪内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","觉醒雪内丹","1189","","","0","",""
"541076","司雷内丹","司雷内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","司雷内丹","1189","","","0","",""
"541077","陌女内丹","陌女内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","陌女内丹","1189","","","0","",""
"541078","黑夜谛听内丹","黑夜谛听内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","黑夜谛听内丹","1189","","","0","",""
"541079","三太子敖烈内丹","三太子敖烈内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","三太子敖烈内丹","1189","","","0","",""
"541080","七公主熬凌内丹","七公主熬凌内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","七公主熬凌内丹","1189","","","0","",""
"541081","东皇太一内丹","东皇太一内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","东皇太一内丹","1189","","","0","",""
"541082","白虎战神内丹","白虎战神内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","白虎战神内丹","1189","","","0","",""
"541083","伽罗灵女内丹","伽罗灵女内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","伽罗灵女内丹","1189","","","0","",""
"541084","二郎圣君内丹","二郎圣君内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;magicattack_value=400;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","二郎圣君内丹","1189","","","0","",""
"541085","黑暗战神内丹","黑暗战神内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","黑暗战神内丹","1189","","","0","",""
"541086","战魄鬼将内丹","战魄鬼将内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","战魄鬼将内丹","1189","","","0","",""
"541087","太阳神内丹","太阳神内丹","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","maxhp_value=1500;phyattack_value=600;speed_value=300","","","-1","0","","","0","减少自身速度的11%。","太阳神内丹","1189","","","0","",""
"252999","装备特效","","fire.pb.buff.continual.ConstantlyBuff","","","","","","","","","","","","","","","","","","","","","化生寺被动","","","","","","",""
"508015","物理暴击+1%","物理暴击+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phycruellv_value=10","","","-1","0","","","0","物理暴击概率增加","物理暴击+1%","1189","","","0","",""
"508016","物理抗暴+1%","物理抗暴+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","resistcruel_value=10","","","-1","0","","","0","被物理攻击时暴击概率降低","物理抗暴+1%","1189","","","0","",""
"508017","法术暴击+1%","法术暴击+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magiccruellv_value=10","","","-1","0","","","0","法术暴击概率增加","法术暴击+1%","1189","","","0","",""
"508018","法术抗暴+1%","法术抗暴+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","resistmagiccrule_value=10","","","-1","0","","","0","被法术攻击时暴击概率降低","法术抗暴+1%","1189","","","0","",""
"508019","封印命中+1%","封印命中+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","sealhit_percent=0.01","","","-1","0","","","0","控制命中率增加","封印命中+1%","1189","","","0","",""
"508020","封印抵抗+1%","封印抵抗+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","unseal_percent=0.01","","","-1","0","","","0","被控制命中率降低","封印抵抗+1%","1189","","","0","",""
"508021","忽视物防+1%","忽视物防+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phynodefrate_value=1;phynodefdegree_value=0.01","","","-1","0","","","0","治疗暴击概率增加","忽视物防+1%","1189","","","0","",""
"508022","忽视法防+1%","忽视法防+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicnodefrate_value=1;magicnodefdegree_value=0.01","","","-1","0","","","0","被治疗暴击概率增加","忽视法防+1%","1189","","","0","",""
"508023","法术连击+1%","法术连击+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicdouble_value=0.01;magiccombolimit=1","","","-1","0","","","0","物理暴击概率增加","法术连击+1%","1189","","","0","",""
"508024","治疗暴击+1%","治疗暴击+1%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","heallv_value=10","","","-1","0","","","0","被物理攻击时暴击概率降低","治疗暴击+1%","1189","","","0","",""
"508025","物理暴击+2%","物理暴击+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phycruellv_value=20","","","-1","0","","","0","法术暴击概率增加","物理暴击+2%","1189","","","0","",""
"508026","物理抗暴+2%","物理抗暴+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","resistcruel_value=20","","","-1","0","","","0","被法术攻击时暴击概率降低","物理抗暴+2%","1189","","","0","",""
"508027","法术暴击+2%","法术暴击+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magiccruellv_value=20","","","-1","0","","","0","控制命中率增加","法术暴击+2%","1189","","","0","",""
"508028","法术抗暴+2%","法术抗暴+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","resistmagiccrule_value=20","","","-1","0","","","0","被控制命中率降低","法术抗暴+2%","1189","","","0","",""
"508029","封印命中+2%","封印命中+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","sealhit_percent=0.02","","","-1","0","","","0","治疗暴击概率增加","封印命中+2%","1189","","","0","",""
"508030","封印抵抗+2%","封印抵抗+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","unseal_percent=0.02","","","-1","0","","","0","被治疗暴击概率增加","封印抵抗+2%","1189","","","0","",""
"508031","忽视物防+2%","忽视物防+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","phynodefrate_value=1;phynodefdegree_value=0.02","","","-1","0","","","0","物理暴击概率增加","忽视物防+2%","1189","","","0","",""
"508032","忽视法防+2%","忽视法防+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicnodefrate_value=1;magicnodefdegree_value=0.02","","","-1","0","","","0","被物理攻击时暴击概率降低","忽视法防+2%","1189","","","0","",""
"508033","法术连击+2%","法术连击+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","magicdouble_value=0.02;magiccombolimit=1","","","-1","0","","","0","法术暴击概率增加","法术连击+2%","1189","","","0","",""
"508034","治疗暴击+2%","治疗暴击+2%","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","heallv_value=30","","","-1","0","","","0","被法术攻击时暴击概率降低","治疗暴击+2%","1189","","","0","",""
"508035","备用12","备用12","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","sealhit_value=18","","","-1","0","","","0","控制命中率增加","备用12","1189","","","0","",""
"508036","备用13","备用13","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","unseal_value=18","","","-1","0","","","0","被控制命中率降低","备用13","1189","","","0","",""
"508037","备用14","备用14","fire.pb.buff.continual.ConstantlyBuff","","-1","-1","1","false","0","其他","310","","1","","true","heallv_value=15","","","-1","0","","","0","治疗暴击概率增加","备用14","1189","","","0","",""
