编号,售卖图标ID,名称,名称颜色,宠物品质,售卖商店类型,售卖NPCID,参战等级,携带等级,初始等级,推荐体质,推荐智力,推荐力量,推荐耐力,推荐敏捷,初始属性分配类型,初始属性点,初始寿命,area1colour,area2colour,染色方案选择,体资最小值,体资最大值,法资最小值,法资最大值,攻资最小值,攻资最大值,防资最小值,防资最大值,速资最小值,速资最大值,体资固定值,法资固定值,攻资固定值,防资固定值,速资固定值,成长率1,成长率2,成长率3,成长率4,成长率5,成长率6,成长率7,固定成长率,治疗强度成长,控制命中成长,控制抗性成长,类型,对应野生ID,对应宝宝ID,对应变异ID,是否稀有,造型id,技能1,技能2,技能3,技能4,技能5,技能6,技能7,技能8,技能9,技能10,技能11,技能12,技能13,技能14,技能15,技能16,技能17,技能18,技能19,技能20,技能21,技能22,技能23,技能24,出现几率1,出现几率2,出现几率3,出现几率4,出现几率5,出现几率6,出现几率7,出现几率8,出现几率9,出现几率10,出现几率11,出现几率12,出现几率13,出现几率14,出现几率15,出现几率16,出现几率17,出现几率18,出现几率19,出现几率20,出现几率21,出现几率22,出现几率23,出现几率24,图鉴是否显示,可出现场景地图ID,出现场景描述,点卡服图鉴是否显示,点卡服可出现场景地图ID,点卡服出现场景描述,洗宠消耗材料ID,洗宠消耗材料数量,洗练后ID,是否绑定,技能认证花费银币,取消认证花费银币,辅助AI,珍品评分,珍品需要技能数,宠物回收价格,多少次变成满技能,摆摊冻结时间,技能1是否绑定,技能2是否绑定,技能3是否绑定,技能4是否绑定,技能5是否绑定,技能6是否绑定,技能7是否绑定,技能8是否绑定,技能9是否绑定,技能10是否绑定,技能11是否绑定,技能12是否绑定,技能13是否绑定,技能14是否绑定,技能15是否绑定,技能16是否绑定,技能17是否绑定,技能18是否绑定,技能19是否绑定,技能20是否绑定,技能21是否绑定,技能22是否绑定,技能23是否绑定,技能24是否绑定,珍品找回消耗,幻化消耗物品id,幻化消耗物品数量,幻化面板显示,每日可洗宠次数,是否珍兽,专属内丹ID
666671,32000,泡泡,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,125,10000,1001,2001,"1001,2001;1002,2002;1003,2003;1004,2004",3888,4860,1658,2073,1192,1490,1036,1296,1036,1296,,,,,,952,960,968,976,984,992,1000,,6,10,10,3,0,0,0,,1100001,206001,206002,206003,206005,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,0,0,新手活动,,,新手活动,310104,10,666671@100,,1000000,1000000,,1,1,5500,50,30,,,,,,,,,,,,,,,,,,,,,,,,,2000,680700,10,0,0,0,
900001,32000,超级神羊,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200001,207200,206046,206045,206053,206006,206030,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900001@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280042
900002,32000,超级泡泡,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200002,207201,206051,206038,206053,206032,206005,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900002@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280043
900003,32000,超级九色鹿,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200003,207202,206046,206045,206053,206006,206030,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900003@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280044
900004,32000,超级大熊猫,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200004,207203,206051,206038,206053,206032,206005,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900004@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280045
900005,32000,超级神鸡,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200005,207204,206051,206038,206053,206032,206005,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900005@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280046
900006,32000,超级神猴,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200006,207205,206051,206038,206053,206032,206005,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900006@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280047
900007,32000,超级赤焰兽,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200007,207206,206046,206045,206053,206006,206030,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900007@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280048
900008,32000,超级神龙,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2600,1400,1550,1200,1400,1200,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200008,207207,206046,206045,206053,206006,206030,,,,,,,,,,,,,,,,,,,1001,1001,1001,1001,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900008@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280049
900009,32000,超级神鼠,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4700,4800,2200,2300,1400,1550,1300,1400,1300,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200009,207260,206042,206056,206032,206001,206030,206015,,,,,,,,,,,,,,,,,,1001,1001,1001,1000,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900009@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280050
900010,32000,超级神虎,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2300,1400,1550,1300,1400,1300,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200010,207255,206039,206042,206018,206032,206013,206030,,,,,,,,,,,,,,,,,,1001,1001,1001,1000,1000,300,100,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900010@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280051
900011,32000,超级神猪,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2300,1400,1550,1300,1400,1300,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200011,207259,206040,206057,206015,206001,206005,206004,,,,,,,,,,,,,,,,,,1001,1001,1001,1000,1000,300,100,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900011@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280052
900012,32000,超级神牛,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4200,4800,2200,2300,1400,1550,1300,1400,1300,1400,,,,,,1300,1300,1300,1300,1300,1300,1300,1300,10,10,10,4,0,0,0,1,1200012,207012,206067,206057,206032,206011,206013,206018,,,,,,,,,,,,,,,,,,1001,1001,1001,1000,1000,300,100,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,313333,999,900012@100,,1000000,1000000,,1,1,8500,206,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,100,0,0,1,280053
900501,32000,火灵兽,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2800,3200,1150,1450,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300001,207005,206043,206045,206050,206010,206011,206014,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900501@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280054
900502,32000,雷灵兽,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1400,1700,1300,1550,1350,1600,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300002,206041,206047,206049,206052,206021,206023,206030,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900502@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280055
900503,32000,水灵兽,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5500,6500,2200,2600,1150,1450,1450,1700,1400,1650,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300003,206052,206051,206060,206062,206016,206009,206004,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900503@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280056
900504,32000,土灵兽,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1450,1750,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300004,206038,206040,206049,206063,206030,206033,206016,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900504@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280057
900505,32000,吉里吉里,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2800,3200,1150,1450,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300008,207008,206044,206045,206051,206033,206032,206023,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900505@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280058
900506,32000,咕噜咕噜,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1450,1750,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300009,206039,206041,206042,206065,206022,206023,206013,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900506@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280059
900507,32000,齐天小圣,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1400,1700,1350,1600,1350,1600,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300010,206038,206041,206042,206060,206026,206023,206020,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900507@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900508,32000,恶魔泡泡,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",3900,5000,1900,2300,1250,1550,1150,1400,1150,1400,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300011,207237,206038,206042,206002,206014,206013,206023,,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,,,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900508@100,,1000000,1000000,,1350,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280060
900509,32000,星悟空,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5200,6200,2200,2600,1350,1650,1400,1650,1400,1650,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300021,206038,206040,206042,206059,206023,206018,206017,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900509@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280070
900510,32000,暗神,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4600,5600,2200,2600,1500,1800,1250,1500,1250,1500,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300022,206039,206049,206056,206058,206028,206023,206015,206013,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900510@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280071
900511,32000,紫玲珑,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4800,5800,2800,3200,1150,1450,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300023,207005,206045,206046,206067,206035,206010,206011,206016,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900511@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280072
900512,32000,灵灯童子,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4700,5700,2200,2600,1450,1750,1250,1500,1250,1500,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300024,206040,206041,206042,206070,206011,206014,206018,206022,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900512@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280073
900513,32000,驭龙,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4900,5900,2200,2600,1400,1700,1300,1550,1350,1600,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300025,206039,206041,206049,206050,206028,206016,206017,206018,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900513@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280074
900514,32000,觉醒雪,FF00FF00,5,3,161506,1,1,0,3,0,0,1,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5500,6500,2200,2600,1150,1450,1400,1650,1400,1650,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300026,206059,206051,206050,206057,206025,206015,206016,206008,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900514@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280075
900515,32000,司雷,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1450,1750,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300027,206038,206040,206041,206052,206017,206018,206019,206026,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900515@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280076
900516,32000,紫镰魅灵,FF00FF00,5,3,161506,1,1,0,4,0,0,1,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5700,6700,2200,2600,1150,1450,1650,2000,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300028,206044,206050,206052,206059,206069,206027,206035,206032,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900516@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280077
900517,32000,琴仙,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4600,5600,3000,3400,1200,1500,1300,1550,1350,1600,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300013,207015,206046,206045,206060,206006,206016,206017,206025,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900517@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280062
900518,32000,月影灵仙,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1450,1750,1300,1550,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300017,206039,206042,206040,206059,206011,206027,206034,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900518@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280066
900519,32000,冰之守护,FF00FF00,5,3,161506,1,1,0,1,4,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5400,6400,2800,3200,1150,1450,1350,1600,1350,1600,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300012,207006,206047,206044,206059,206020,206019,206026,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900519@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280061
900520,32000,终末之瞳,FF00FF00,5,3,161506,1,1,0,0,0,5,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4600,5600,2200,2600,1550,1850,1250,1500,1050,1300,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1030099,206039,206040,206041,206065,206014,206015,206016,206030,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900520@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280085
900521,32000,归墟之主,FF00FF00,5,3,161506,1,1,0,1,0,4,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5000,6000,2200,2600,1450,1750,1150,1400,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1030100,206040,206041,206042,206069,206011,206012,206013,206025,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900521@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280086
900522,32000,青鸾仕女,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4700,5700,2950,3350,1250,1550,1350,1600,1350,1600,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300020,207007,206044,206045,206051,206028,206033,206034,206035,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900522@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280069
900523,32000,影舞苍灵,FF00FF00,5,3,161506,1,1,0,3,0,0,2,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5600,6600,2200,2600,1150,1450,1650,1900,1450,1700,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300015,206051,206052,206053,206057,206026,206023,206030,206031,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900523@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280064
900524,32000,画中仙,FF00FF00,5,3,161506,1,1,0,3,0,0,0,2,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",5300,6300,2350,2750,1150,1450,1700,1950,1650,1900,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300016,207008,206045,206046,206047,206027,206030,206032,206033,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900524@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280065
900525,32000,蝶衣,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4600,5600,2950,3350,1150,1450,1250,1500,1300,1550,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300019,207007,206043,206047,206056,206011,206013,206032,206033,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900525@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280068
900526,32000,冰澜妖姬,FF00FF00,5,3,161506,1,1,0,0,4,0,0,1,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",4500,5500,2900,3300,1150,1450,1400,1650,1650,1900,,,,,,1180,1180,1180,1180,1180,1180,1180,,10,10,10,4,0,0,0,2,1300014,207015,206043,206044,206045,206018,206021,206022,206034,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,1,0,特殊活动,,,特殊活动,680700,999,900526@100,,1000000,1000000,,1550,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280063
,,以下2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900527,32000,火灵兽☆☆,FF00FF00,5,3,161506,1,1,0,0,5,0,0,0,1,150,-1,,,"1001,2001;1002,2002;1003,2003;1004,2004",7500,9000,4600,5200,2100,2500,1875,2250,1675,2050,,,,,,1880,1880,1880,1880,1880,1880,1880,,10,10,10,4,0,0,0,2,1300001,207005,206043,206045,206050,206010,206011,206014,206019,,,,,,,,,,,,,,,,,1001,1000,1000,1000,1000,300,100,100,,,,,,,,,,,,,,,,,0,0,特殊活动,,,特殊活动,680700,999,900527@100,,1000000,1000000,,2700,2,3000,10,30,,,,,,,,,,,,,,,,,,,,,,,,,1000,680700,18000,0,0,1,280054
